İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Ada,Parsel,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17892277,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,95 m²,112 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Kocaeli - Gölcük - Değirmendere Merkez Mahallesi,https://www.emlakjet.com/ilan/3-kent-den-degirmendere-de-deniz-manzarali-31-kiralik-ev-17892277,,,,,,,,,,,,,,,
17886614,15 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Kocaeli - İzmit - Tepecik Mahallesi,https://www.emlakjet.com/ilan/izmit-merkez-acisu-parki-cepheli-kiralik-daire-17886614,,,,,,,,,,,,,,,
17887541,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,86 m²,130 m²,2+1,0 (Yeni),2.Kat,2,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,30.000TL,Kocaeli - Kartepe - Maşukiye Mahallesi,https://www.emlakjet.com/ilan/otel-konforunda-gate41-sifir-eb-banyo-21-kiralik-daire-17887541,,,,,,,,,,,,,,,
17886649,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,18.000TL,Kocaeli - İzmit - Çukurbağ Mahallesi,https://www.emlakjet.com/ilan/cukurbag-mahallesi-esyali-genis-21-kiralik-daire-17886649,,,,,,,,,,,,,,,
17886895,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,0 (Yeni),Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Kocaeli - Darıca - Kazım Karabekir Mahallesi,https://www.emlakjet.com/ilan/kazimkarabekir-21-yuksek-sifir-giris-kat-17886895,,,,,,,,,,,,,,,
17878975,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,29.000TL,Kocaeli - Darıca - Bayramoğlu Mahallesi,https://www.emlakjet.com/ilan/bayramoglu-balyanozda-21-asansorlu-otoparkli-luks-daire-17878975,,,,,,,,,,,,,,,
17883642,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,25.000TL,Kocaeli - Gebze - Sultan Orhan Mahallesi,https://www.emlakjet.com/ilan/gebze-sultanorhan-mah-kisla-cad-uzeri-kiralik-21-daire-17883642,,,,,,,,,,,,,,,
17882117,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,16-20,1.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.500TL,Kocaeli - Kartepe - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/remax-palas-tan-kartepe-dumlupinar-mah-21-kiralik-daire-17882117,,,,361,28,,,,,,,,,,
17881423,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,33.000TL,Kocaeli - Darıca - Osman Gazi Mahallesi,https://www.emlakjet.com/ilan/osmangazi-mah-tuzla-cad-yakin-41-200m2-kiralik-dubleks-17881423,,,,,,,,,,,,,,,
17883116,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Kocaeli - İzmit - Kuruçeşme Fatih Mahallesi,https://www.emlakjet.com/ilan/izmit-kurucesme-merkez-kiralik-daire-17883116,,,,,,,,,,,,,,,
17886429,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Kocaeli - Darıca - Kazım Karabekir Mahallesi,https://www.emlakjet.com/ilan/ozgurce-gyd-den-kazim-karabekir-de-31-arakat-daire-17886429,,,,,,,,,,,,,,,
17880957,15 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,22.000TL,Kocaeli - İzmit - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/plajyolu-cumhuriyet-mah-2-oda-1-salon-bakimli-temiz-daire-17880957,,,,,,,,,,,,,,,
17882841,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,24.000TL,Kocaeli - Gölcük - Değirmendere Yalı Mahallesi,https://www.emlakjet.com/ilan/yali-mahallesinde-21-merkezi-konumda-deniz-manzarali-17882841,,,,,,,,,,,,,,,
17884938,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Kocaeli - Gebze - Osman Yılmaz Mahallesi,https://www.emlakjet.com/ilan/gebze-osmanyilmaz-mah-cadde-ustu-31-kiralik-daire-ofis-17884938,,,,,,,,,,,,,,,
17883824,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL,Kocaeli - Karamürsel - 4 Temmuz Mahallesi,https://www.emlakjet.com/ilan/rota-dan-karamursel-merkeze-yakin-31-esyali-kiralik-daire-17883824,,,,,,,,,,,,,,,
17880292,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,2,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Kocaeli - İzmit - Gündoğdu Mahallesi,https://www.emlakjet.com/ilan/tarcanlar-dan-bogazova-caddesinde-11-dubleks-kiralik-daire-17880292,,,,,,,,,,,,,,,
17886419,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,27.000TL,Kocaeli - Darıca - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/darica-merkez-de-ziraat-bankasi-karsisinda-kiralik-21ara-kat-17886419,,,,,,,,,,,,,,,
17887068,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - İzmit - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/cadde41-den-kadikoy-mahallesinde-21-kiralik-daire-17887068,,,,,,,,,,,,,,,
17886254,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,77 m²,90 m²,2+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.000TL,Kocaeli - Başiskele - Havuzlubahçe Mahallesi,https://www.emlakjet.com/ilan/basiskele-havuzlu-bahcede-esyali-kiralik-arakat-21-esyali-daire-17886254,,,,,,,,,,,,,,,
17886610,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,2+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Kocaeli - İzmit - Çukurbağ Mahallesi,https://www.emlakjet.com/ilan/remax-carsidan-inonu-caddesinde-21-kiralik-daire-17886610,,,,,,,,,,,,,,,
17880169,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,26.000TL,Kocaeli - İzmit - Cedit Mahallesi,https://www.emlakjet.com/ilan/cinarli-mevkiinde-ici-yenilenmis-kiralik-31-daire-17880169,,,,,,,,,,,,,,,
17886425,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,1,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,Kocaeli - Gebze - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cayirova-cumhuriyet-mahallesinde-kiralik-21-dubleks-daire-17886425,,,,,,,,,,,,,,,
17879407,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,133 m²,150 m²,3+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,30.000TL,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/kiralik-sifir-mk-sare-havuzlu-site-ici-31-luks-daire-17879407,,,,,,,,,,,,,,,
17883561,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Çatı Katı,4,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,Genel Fiyat,17.000TL,Kocaeli - Darıca - Abdi İpekçi Mahallesi,https://www.emlakjet.com/ilan/darica-abti-ipekci-kiralik-17883561,,,,684,2,,,,,17000 TL,,,,,
17884358,15 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1.5+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Kocaeli - İzmit - Cedit Mahallesi,https://www.emlakjet.com/ilan/kocaeli-devlet-hastanesi-karsisinda-yeni-binada-adliyeye-yakin-kiralik-home-ofis-17884358,İkinci El,Betonarme,200 TL,1847,10,Yok,,,1,18000 TL,Evet,,,,
17886896,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,Kocaeli - Darıca - Nenehatun Mahallesi,https://www.emlakjet.com/ilan/nenehatun-full-esyali-21-ara-kat-17886896,,,,,,,,,,,,,,,
17881421,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,4,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,37.000TL,Kocaeli - Darıca - Cami Mahallesi,https://www.emlakjet.com/ilan/cami-mah-kapali-pazar-yaninda-31-160m2-kiralik-dubleks-17881421,,,,,,,,,,,,,,,
17886688,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Kocaeli - Gölcük - Merkez Mahallesi,https://www.emlakjet.com/ilan/askeri-kapi-karsisinda-ara-kat-21-esyali-kiralik-daire-17886688,,,,,,,,,,,,,,,
17880953,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Doğalgaz Sobalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,17.500TL,Kocaeli - İzmit - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/sirintepe-olimpik-buz-pateni-salonu-arkasi-esyali-kiralik-daire-17880953,,,,,,,,,,,,,,,
17882960,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Karamürsel - 4 Temmuz Mahallesi,https://www.emlakjet.com/ilan/furkan-demir-den-karamursel-4-temmuz-da-21-arakat-kiralik-daire-17882960,,,,,,,,,,,,,,,
17885131,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/gozel-gayrimenkulden-kartepe-f-s-mehmet-mh-31-ebeveyn-banyolu-17885131,,,,,,,,,,,,,,,
17876396,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.750TL,Kocaeli - Gebze - Mustafapaşa Mahallesi,https://www.emlakjet.com/ilan/mustafapasa-merkez-de-21-ful-yeni-esyali-daire-17876396,,,,,,,,,,,,,,,
17870440,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.500TL,Kocaeli - Kartepe - İstasyon Mahallesi,https://www.emlakjet.com/ilan/deallife-dan-istasyon-merkezinde-11-daire-ofis-17870440,,,,,,,,,,,,,,,
17870142,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,2,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,18.000TL,Kocaeli - İzmit - M. Alipaşa Mahallesi,https://www.emlakjet.com/ilan/11yari-esyali-kiralik-daire-merkez-mehmet-ali-pas-mah-izmit-17870142,,,,,,,,,,,,,,,
17870140,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Kocaeli - İzmit - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/21-kiralik-daire-sirinevler-yolu-yenisehir-izmit-kocaeli-17870140,,,,,,,,,,,,,,,
17871884,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,35.000TL,Kocaeli - İzmit - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/izmit-sirintepe-mah-31-sifir-kiralik-daire-17871884,,,,,,,,,,,,,,,
17875533,14 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,150 m²,180 m²,4+1,11-15,Bahçe Katı,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,Kocaeli - Darıca - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/baglarbasi-mah-41-kiralik-bahce-kati-dubleks-17875533,,,,,,,,,,,,,,,
17877678,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,210 m²,220 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,27.000TL,Kocaeli - Gebze - Hacıhalil Mahallesi,https://www.emlakjet.com/ilan/gebze-hacihalil-mah-kiralik-daire-17877678,,,,,,,,,,,,,,,
17875524,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Darıca - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/baglarbasi-mah-merkez-konumlu-21-kiralik-daire-17875524,,,,,,,,,,,,,,,
17875515,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.500TL,Kocaeli - Darıca - Bayramoğlu Mahallesi,https://www.emlakjet.com/ilan/bayramoglu-es-marinde-kiralik-11-ara-kat-17875515,,,,,,,,,,,,,,,
17875701,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Evet,Yok,2,Genel Fiyat,35.000TL,Kocaeli - İzmit - Kabaoğlu Mahallesi,https://www.emlakjet.com/ilan/academic-life-2-sitesinde-kiralik-31-dubleks-daire-17875701,,,,,,,,,,,,,,,
17870714,14 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,170 m²,220 m²,3.5+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,32.500TL,Kocaeli - Gebze - Mevlana Mahallesi,https://www.emlakjet.com/ilan/gebze-akse-sapagi-merkezi-konum-kiralik-genis-31-dubkeks-daire-17870714,,,,,,,,,,,,,,,
17870357,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,160 m²,186 m²,3+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,3,Genel Fiyat,40.000TL,Kocaeli - Başiskele - Fatih Mahallesi,https://www.emlakjet.com/ilan/mahall-yuvacik-2de-butik-sitede-kiralik-31-daire-17870357,,,,,,,,,,,,,,,
17876716,14 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,11-15,13.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,25.000TL,Kocaeli - Gebze - Güzeller Mahallesi,https://www.emlakjet.com/ilan/sahibinden-gebze-emlak-konut-1-etap-21-kiralik-daire-17876716,Sıfır,Betonarme,1900 TL,5797,1,Var,1,Açık Balkon,2,25000 TL,Hayır,,,,
17876394,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Kocaeli - Gebze - Osman Yılmaz Mahallesi,https://www.emlakjet.com/ilan/mustafapasa-21-bahce-kati-daire-17876394,,,,,,,,,,,,,,,
17870146,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,1,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - İzmit - Tavşantepe Mahallesi,https://www.emlakjet.com/ilan/11-esyali-esyalar-sifir-alinacaktir-sirinevler-izmit-kocaeli-17870146,,,,,,,,,,,,,,,
17870138,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,1,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,25.000TL,Kocaeli - İzmit - Yeşilova Mahallesi,https://www.emlakjet.com/ilan/esyali-21-kiralik-akilli-sistem-merkez-yesilova-izmit-kocaeli-17870138,,,,,,,,,,,,,,,
17871541,14 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Kocaeli - Kartepe - Ataşehir Mahallesi,https://www.emlakjet.com/ilan/eskidjiden-arslanbey-atakent-konutlarinda-31-esyali-kiralik-dai-17871541,,,,,,,,,,,,,,,
17875509,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,1,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,27.000TL,Kocaeli - Dilovası - Köseler Mahallesi,https://www.emlakjet.com/ilan/dilovasi-toki-full-esyali-ebeveyn-banyolu-21-arakat-90-m2-17875509,,,,,,,,,,,,,,,
17871891,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,34.000TL,Kocaeli - İzmit - Yahyakaptan Mahallesi,https://www.emlakjet.com/ilan/yahya-kaptanda-esyali-kiralik-21-daire-17871891,,,,,,,,,,,,,,,
17875844,14 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,,1,Genel Fiyat,23.500TL,Kocaeli - İzmit - Veliahmet Mahallesi,https://www.emlakjet.com/ilan/fethiye-caddesine-3-dk-esyali-17875844,,,0 TL,7617,11,Var,2,"Açık Balkon, Kapalı Balkon",,23500 TL,,6 m²,5 m²,,
17875532,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.500TL,Kocaeli - Darıca - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/baglarbasi-mahallesinde-21-75-m-arakat-17875532,,,,,,,,,,,,,,,
17876932,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,240 m²,260 m²,5+2,21 Ve Üzeri,12.Kat,13,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Kocaeli - Çayırova - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/dairemiz-52-oldu-dubleks-17876932,,Betonarme,1400 TL,190,11,Var,2,"Açık Balkon, Açık Teras",2,50000 TL,,2 m²,70 m²,30 m²,15 m²
17874313,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,1,Genel Fiyat,25.000TL,Kocaeli - İzmit - Kocatepe Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-ev-17874313,,,500 TL,3401,8,Var,3,Kapalı Balkon,,25000 TL,,5 m²,5 m²,,
17877023,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,32.000TL,Kocaeli - Gölcük - Yukarı Mahallesi,https://www.emlakjet.com/ilan/degirmendere-de-site-icerisinde-31-kiralik-bahce-dubleks-daire-17877023,,,,,,,,,,,,,,,
17871873,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kocaeli - Kartepe - Uzunçiftlik Mahallesi,https://www.emlakjet.com/ilan/kartepe-uzunciftlik-mahallesi-nde-kiralik-21-daire-17871873,,,,,,,,,,,,,,,
17871869,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,117 m²,1+1,5-10,Bahçe Katı,3,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,29.000TL,Kocaeli - Kartepe - Emekevler Mahallesi,https://www.emlakjet.com/ilan/zeray-anatolia-da-11-loft-bahceli-esyali-kiralik-daire-17871869,,,,,,,,,,,,,,,
17870434,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,155 m²,163 m²,3+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,37.000TL,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/deallife-den-karcity-de-31-163-m2-ebeveyn-banyolu-daire-17870434,,,,,,,,,,,,,,,
17877185,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,250 m²,285 m²,6+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,50.000TL,Kocaeli - Çayırova - Akse Mahallesi,https://www.emlakjet.com/ilan/cayirova-deniz-manzarali-dubleks-61-daire-285m-terasli-kiralik-17877185,,,,,,,,,,,,,,,
17875527,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,74 m²,85 m²,2+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Darıca - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/baglarbasi-mah-21-baglar-asi-ortaokulun-yakini-17875527,,,,,,,,,,,,,,,
