İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Ada,Parsel,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17545781,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,16-20,Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,95.000TL,Muğla - Bodrum - Gündoğan Mahallesi,https://www.emlakjet.com/ilan/gundogan-yaz-sezonu-icin-kiralik-bahce-kati-full-esyali-21-daire-17545781,İkinci El,Betonarme,2500 TL,95000 TL,618,1,Var,1,1,Evet,Açık Balkon,,,,
17553790,27 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,210 m²,250 m²,3+2,11-15,Müstakil,3,Klimalı,Boş,,Tapu Kaydı Yok,Evet,,3,Genel Fiyat,75.000TL,Muğla - Bodrum - Turgutreis Mahallesi,https://www.emlakjet.com/ilan/bodrum-t-reis-merkezde-kiralik-32-mustakil-bahceli-villa-17553790,,,,,,,,,,,,,,,
17546144,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,0 (Yeni),2.Kat,2,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,90.000TL,Muğla - Bodrum - Yahşi Mahallesi,https://www.emlakjet.com/ilan/ortakent-yahsi-de-denize-sifir-full-esyali-31-kiralik-daire-17546144,,,,,163,8,,,,,,,,,
17569955,01 Temmuz 2025,01 Temmuz 2025,Konut,Kiralık,Daire,80 m²,95 m²,3+1,5-10,Çatı Katı,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,80.000TL,Muğla - Bodrum - Yahşi Mahallesi,https://www.emlakjet.com/ilan/yahsi-sitede-denize-200m-yillik-kiralik-31-ust-kat-daire-17569955,İkinci El,Betonarme,7000 TL,,,,,,,,,,,,
17546499,25 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,Bahçe Katı,4,Klimalı,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Marmaris - Sarıana Mahallesi,https://www.emlakjet.com/ilan/eval-dan-sariana-mah-nde-giris-kat-21-esyali-kiralik-daire-17546499,,,1 TL,37000 TL,,,,,,,,,,,
17559330,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,65 m²,85 m²,2+1,2,Düz Giriş (Zemin),2,Klimalı,Boş,Eşyalı,Hisseli Tapu,Hayır,Yok,1,Genel Fiyat,20.000TL,Muğla - Dalaman - Kapukargın Mahallesi,https://www.emlakjet.com/ilan/basak-tan-kendine-ait-bahceli-21-esyali-bahce-kati-17559330,,,,,,,,,,,,,,,
17570339,01 Temmuz 2025,01 Temmuz 2025,Konut,Kiralık,Daire,100 m²,125 m²,2.5+1,11-15,Villa Tipi,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,75.000TL,Muğla - Bodrum - Yokuşbaşı Mahallesi,https://www.emlakjet.com/ilan/bodrum-yokusbasi-dublex-full-deniz-manzarali-17570339,,,,,,,,,,,,,,,
17566931,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,2,2.Kat,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Muğla - Dalaman - Ege Mahallesi,https://www.emlakjet.com/ilan/airport-emlaktan-kafeler-cad-11-kiralik-daire-17566931,,,,,,,,,,,,,,,
17551921,26 Haziran 2025,16 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),Yüksek Giriş,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Muğla - Dalaman - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/lavinia-gayrimenkulden-dalaman-hurriyet-mah-11-kiralik-daire-17551921,,,,,,,,,,,,,,,
17566629,30 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,Çatı Katı,4,Klimalı,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Marmaris - Kemeraltı Mahallesi,https://www.emlakjet.com/ilan/marmaris-kemeralti-mahallesi-nde-bos-21-cati-kati-daire-uzun-donem-kiralik-17566629,,,1 TL,40000 TL,,,,,,,,,,,
17570324,01 Temmuz 2025,01 Temmuz 2025,Konut,Kiralık,Daire,120 m²,165 m²,3+1,5-10,Müstakil,3,VRV,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,215.000TL,Muğla - Bodrum - Yokuşbaşı Mahallesi,https://www.emlakjet.com/ilan/bodrum-kalesi-manzarali-kiralik-modern-yeni-31-daire-17570324,,,,,,,,,,,,,,,
17566592,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,21 Ve Üzeri,1.Kat,3,Klimalı,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,35.000TL,Muğla - Marmaris - Armutalan Mahallesi,https://www.emlakjet.com/ilan/11-bahceli-mustakil-girisli-daire-17566592,İkinci El,Betonarme,,,,,,,,,,,,,
17551515,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Muğla - Fethiye - Patlangıç Mahallesi,https://www.emlakjet.com/ilan/patlangic-mah-havuzlu-guvenlikli-site-icinde-kiralik-luks-daire-17551515,,,,,,,,,,,,,,,
17553829,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,11-15,Bahçe Katı,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,60.000TL,Muğla - Bodrum - Koyunbaba Mahallesi,https://www.emlakjet.com/ilan/bodrum-koyunbaba-da-esyali-21-kiralik-bahce-kati-daire-17553829,,,,,133,5,,,,,,,,,
17550868,26 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,1.250 m²,3+1,16-20,4.Kat,4,Klimalı,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,57.500TL,Muğla - Marmaris - Kemeraltı Mahallesi,https://www.emlakjet.com/ilan/kemeraltinda-deniz-manzarali-31-esyali-ust-dubleks-daire-17550868,,,1 TL,57500 TL,,,,,,,,,,,
17570328,01 Temmuz 2025,01 Temmuz 2025,Konut,Kiralık,Daire,120 m²,165 m²,3+1,5-10,1.Kat,3,VRV,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,250.000TL,Muğla - Bodrum - Yokuşbaşı Mahallesi,https://www.emlakjet.com/ilan/bodrumun-kalbinde-kiralik-luks-daire-31-terasli-17570328,,,,,,,,,,,,,,,
17559331,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,11-15,4.Kat,4,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Muğla - Ortaca - Beşköprü Mahallesi,https://www.emlakjet.com/ilan/basak-tan-ortaca-merkezde-kapali-mutfak-cift-balkon-17559331,,,,,,,,,,,,,,,
17566214,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,16-20,Yüksek Giriş,6,Isıtma Yok,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Muğla - Marmaris - Sarıana Mahallesi,https://www.emlakjet.com/ilan/lotus-tan-marmaris-sariana-mah-de-kiralik-11-daire-17566214,,,,,,,,,,,,,,,
17568147,30 Haziran 2025,11 Temmuz 2025,Konut,Kiralık,Daire,100 m²,130 m²,3+1,5-10,1.Kat,1,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,75.000TL,Muğla - Bodrum - Turgutreis Mahallesi,https://www.emlakjet.com/ilan/turgutreis-de-deniz-manzarali-full-esyali-31-kiralik-daire-17568147,,,,,214,4,,,,,,,,,
17566701,30 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,5-10,Müstakil,1,Klimalı,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,30.000TL,Muğla - Marmaris - Hisarönü Mahallesi,https://www.emlakjet.com/ilan/hisaronu-mahallesi-nde-tam-mustakil-bahceli-full-esyali-21-daire-kiralik-17566701,,,1 TL,30000 TL,,,,,,,,,,,
17551071,26 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,0 (Yeni),Müstakil,1,Klimalı,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,20.000TL,Muğla - Marmaris - Turgut Mahallesi,https://www.emlakjet.com/ilan/turgut-ta-kismi-esyali-mustakil-bahceli-11-daire-kiralik-17551071,,,1 TL,20000 TL,,,,,,,,,,,
17552425,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,16-20,1.Kat,3,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Muğla - Bodrum - İslamhaneleri Mahallesi,https://www.emlakjet.com/ilan/islamhanelerinde-esyasiz-yillik-kiralik-21-daire-aylik-odemeli-17552425,,,,,,,,,,,,,,,
17557033,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,45 m²,55 m²,2+1,5-10,1.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Muğla - Menteşe - Kötekli Mahallesi,https://www.emlakjet.com/ilan/lider-den-mugla-mentese-kotekli-de-kiralik-21-esyali-daire-17557033,,,,,,,,,,,,,,,
17551511,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),2.Kat,4,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Muğla - Fethiye - Taşyaka Mahallesi,https://www.emlakjet.com/ilan/cinar-gruptan-tasyaka-mah-kiralik-21-esyasiz-daire-0-bina-17551511,,,,,,,,,,,,,,,
17548742,26 Haziran 2025,22 Temmuz 2025,Konut,Kiralık,Daire,160 m²,210 m²,5+1,16-20,Bahçe Katı,4,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,3,Genel Fiyat,60.000TL,Muğla - Bodrum - Yokuşbaşı Mahallesi,https://www.emlakjet.com/ilan/agr-group-tan-merkez-de-12-ay-kiralik-51-flat-daire-17548742,,,,,537,5,,,,,,,,,
17570001,01 Temmuz 2025,02 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,Bahçe Katı,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Bodrum - Eskiçeşme Mahallesi,https://www.emlakjet.com/ilan/bodrum-eskicesme-kiralik-11-esyali-daire-17570001,,,,,979,19,,,,,,,,,
17546222,25 Haziran 2025,28 Temmuz 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,Bahçe Katı,1,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,60.000TL,Muğla - Bodrum - Bitez Mahallesi,https://www.emlakjet.com/ilan/bodrum-bitez-11-kiralik-denize-yurume-mesafeli-daire-17546222,,,,,302,4,,,,,,,,,
17566023,30 Haziran 2025,15 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Muğla - Menteşe - Kötekli Mahallesi,https://www.emlakjet.com/ilan/mentese-kotekli-mah-esyali-11-kiralik-daire-17566023,,,,,,1175,,,,,,,,,
17512649,19 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,2.Kat,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,37.500TL,Muğla - Bodrum - Gölköy Mahallesi,https://www.emlakjet.com/ilan/bodrum-golkoy-de-kiralik-daire-17512649,,,,,,,,,,,,,,,
17519690,20 Haziran 2025,20 Haziran 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),3.Kat,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,24.000TL,Muğla - Dalaman - Söğütlüyurt Mahallesi,https://www.emlakjet.com/ilan/gho-dan-dalaman-sogutluyurt-ta-havuzlu-kiralik-21-terasli-daire-17519690,,,,,,,,,,,,,,,
17523795,21 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,1,Çatı Katı,3,Klimalı,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,13.000TL,Muğla - Seydikemer - Gerişburnu Mahallesi,https://www.emlakjet.com/ilan/ugur-dan-mugla-seydikemer-gerisburnu-mahallesi-21-kiralik-daire-17523795,,,,,382,7,,,,,,,,,
17502997,18 Haziran 2025,01 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,Düz Giriş (Zemin),1,Klimalı,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,40.000TL,Muğla - Köyceğiz - Yeni Mahallesi,https://www.emlakjet.com/ilan/tuana-gayrimenkul-den-yeni-mahallede-11-havuzlu-daire-17502997,,,,,,,,,,,,,,,
17534021,23 Haziran 2025,20 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,22.000TL,Muğla - Menteşe - Kötekli Mahallesi,https://www.emlakjet.com/ilan/dostlar-emlaktan-kotekli-a101-arkasi-kiralik-21-daire-17534021,,,,,136,2,Var,1,1,,,,,,
17509501,19 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,11-15,2.Kat,2,Isıtma Yok,Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,30.000TL,Muğla - Bodrum - Turgutreis Mahallesi,https://www.emlakjet.com/ilan/mugla-bodrum-turgutreis-te-kiralik-2-kat-21-daire-17509501,,,,,,,,,,,,,,,
17529290,22 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,2,1.Kat,2,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Muğla - Fethiye - Akarca Mahallesi,https://www.emlakjet.com/ilan/akarca-da-kiralik-daire-21-17529290,,,,,,,,,,,,,,,
17541693,25 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,95 m²,120 m²,3+1,5-10,Çatı Katı,3,Klimalı,Mülk Sahibi Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,60.000TL,Muğla - Bodrum - İslamhaneleri Mahallesi,https://www.emlakjet.com/ilan/bodrum-baglada-denize-yakin-sahane-manzarali-sitede-ust-dublex-yillik-17541693,İkinci El,Betonarme,,,,,,,,,,,,,
17502976,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,2.Kat,3,Klimalı,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,20.000TL,Muğla - Köyceğiz - Ekincik Mahallesi,https://www.emlakjet.com/ilan/tuana-gayrimenkulden-koycegiz-ekincik-de-kiralik-11-daire-17502976,,,,,,,,,,,,,,,
17512650,19 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,37.500TL,Muğla - Bodrum - Türkbükü Mahallesi,https://www.emlakjet.com/ilan/bodrum-turkbuku-kiralik-daire-17512650,,,,,,,,,,,,,,,
17540097,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,50 m²,57 m²,1+1,2,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Muğla - Dalaman - Bezkese Mahallesi,https://www.emlakjet.com/ilan/airport-emlaktan-havuzlu-sitede-esyali-11-kiralik-daire-17540097,,,,,,,,,,,,,,,
17512637,19 Haziran 2025,16 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,11-15,2.Kat,2,Klimalı,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Bodrum - Yeniköy Mahallesi,https://www.emlakjet.com/ilan/havuzlu-site-icerisinde-1-mayis-a-kadar-kiralik-21-temiz-daire-17512637,,,,,1087,96,,,,,,,,,
17538549,24 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),Düz Giriş (Zemin),3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,5.000TL,Muğla - Dalaman - Karaçalı Mahallesi,https://www.emlakjet.com/ilan/mugla-dalaman-da-kiralik-21-havuzlu-tatil-evi-tum-daire-17538549,,,,,182,149,,,,,,,,,
17533538,23 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,3,Klimalı,Boş,Boş,Yabancıdan,Hayır,,1,Genel Fiyat,30.000TL,Muğla - Marmaris - Tepe Mahallesi,https://www.emlakjet.com/ilan/carsi-icinde-denize-40-metre-21-kapali-mutfak-daire-17533538,İkinci El,Betonarme,,30000 TL,,,Var,,1,Hayır,,,,,
17539488,24 Haziran 2025,01 Temmuz 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,16-20,2.Kat,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,55.000TL,Muğla - Bodrum - Akyarlar Mahallesi,https://www.emlakjet.com/ilan/rw-beta-s-g-den-kiralik-21-akyarlar-17539488,,,,,,,,,,,,,,,
17533916,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,0 (Yeni),Çatı Katı,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,21.000TL,Muğla - Seydikemer - Menekşe Mahallesi,https://www.emlakjet.com/ilan/seydikemerde-uzun-donem-kiralik-31-cati-dubleks-daire-17533916,,,,,,,,,,,,,,,
17534760,23 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,Çatı Dubleks,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Fethiye - Akarca Mahallesi,https://www.emlakjet.com/ilan/akarcada-k-italik-esyali-dubleks-mustakil-giris-21-daire-17534760,,,,35000 TL,1076,20,,,2,,,,,,
17505778,18 Haziran 2025,11 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,16-20,1.Kat,2,Klimalı,Boş,,Kat İrtifakı,Evet,,2,Genel Fiyat,30.000TL,Muğla - Bodrum - İslamhaneleri Mahallesi,https://www.emlakjet.com/ilan/bagla-da-sanatcilar-sitesi-nde-kiralik-31-daire-17505778,,,,,116,3,,,,,,,,,
17543787,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,0 (Yeni),1.Kat,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Muğla - Köyceğiz - Toparlar Mahallesi,https://www.emlakjet.com/ilan/koycegiz-toparlar-mah-21-sifir-kiralik-dublex-daire-17543787,Sıfır,Betonarme,,,,,,,,,,,,,
17533919,23 Haziran 2025,11 Temmuz 2025,Konut,Kiralık,Daire,260 m²,385 m²,4+1,16-20,Müstakil,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,105.000TL,Muğla - Milas - Meşelik Mahallesi,https://www.emlakjet.com/ilan/bodrum-guvercinlik-de-tam-mustakil-kiralik-41-villa-17533919,,,,,216,242,,,,,,,,,
17502961,18 Haziran 2025,28 Temmuz 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,0 (Yeni),Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,Muğla - Köyceğiz - Ulucami Mahallesi,https://www.emlakjet.com/ilan/tuana-gayrimenkul-den-ulucami-de-21-bahce-kati-daire-17502961,,,,,,,,,,,,,,,
17540042,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,0 (Yeni),Yüksek Giriş,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,22.000TL,Muğla - Dalaman - Altıntas Mahallesi,https://www.emlakjet.com/ilan/airport-emlaktan-110m2-ebeveyn-banyolu-havuzlu-21-daire-17540042,,,,,,,,,,,,,,,
17520409,20 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,200 m²,205 m²,4+1,11-15,2.Kat,3,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,40.000TL,Muğla - Ortaca - Okçular Mahallesi,https://www.emlakjet.com/ilan/mugla-okcular-da-1-000-m2-arsada-200-m2-41-esyali-dubleks-kiralik-17520409,İkinci El,Betonarme,,,,,,,,,,,,,
17532047,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,2,Kot 2 (-2).Kat,3,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,60.000TL,Muğla - Bodrum - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/turgutreis-te-denize-sifir-manzarali-21-yillik-kiralik-daire-17532047,,,,,756,1,,,,,,,,,
17521830,21 Haziran 2025,18 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,16-20,Bahçe Katı,1,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Muğla - Menteşe - Düğerek Mahallesi,https://www.emlakjet.com/ilan/mugla-dugerek-te-kiralik-21-mustakil-tadinda-daire-17521830,,,,,1477,1,,,,,,,,,
17507934,19 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,11-15,Bodrum Kat,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Muğla - Menteşe - Düğerek Mahallesi,https://www.emlakjet.com/ilan/lider-den-mugla-mentese-dugerek-te-kiralik-11-esyali-yari-bodrum-daire-17507934,,,,,,,,,,,,,,,
17533907,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,2.Kat,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Muğla - Fethiye - Taşyaka Mahallesi,https://www.emlakjet.com/ilan/tasyaka-erasta-avm-yakini-kiralik-31-ara-kat-esyasiz-daire-17533907,,,,,,,,,,,,,,,
17504469,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,85 m²,105 m²,2+1,2,Düz Giriş (Zemin),3,Kat Kaloriferi,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Muğla - Ortaca - Karaburun Mahallesi,https://www.emlakjet.com/ilan/ortaca-merkezde-kiralik-21-kaloriferli-daire-17504469,,,,,,,,,,,,,,,
17526411,22 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,130 m²,150 m²,2+1,11-15,2.Kat,2,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,27.500TL,Muğla - Marmaris - Hisarönü Mahallesi,https://www.emlakjet.com/ilan/hisaronu-koy-icinde-deniz-ve-doga-manzarali-21-daire-17526411,,,,,,,,,,,,,,,
17520907,21 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,40.000TL,Muğla - Bodrum - Karabağ Mahallesi,https://www.emlakjet.com/ilan/turgutreis-karabag-21-2-kat-esyali-daire-17520907,İkinci El,Betonarme,1 TL,50000 TL,146,120,Var,1,1,,Açık Balkon,,,,
17495012,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,0 (Yeni),Düz Giriş (Zemin),3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Muğla - Seydikemer - Menekşe Mahallesi,https://www.emlakjet.com/ilan/seydikemerde-uzun-donem-kiralik-21-giris-kat-daire-17495012,,,,,,,,,,,,,,,
17495081,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,11-15,Düz Giriş (Zemin),2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,33.000TL,Muğla - Fethiye - Taşyaka Mahallesi,https://www.emlakjet.com/ilan/fethiye-tasyakada-31-kapali-mutfak-full-esyali-kiralik-daire-17495081,,,,,,,,,,,,,,,
17495064,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,4,Yüksek Giriş,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Muğla - Fethiye - Kesikkapı Mahallesi,https://www.emlakjet.com/ilan/fethiye-kesikkapida-luks-11-uzun-donem-kiralik-esyali-daire-17495064,,,,,,,,,,,,,,,
17495084,17 Haziran 2025,17 Haziran 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,4,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,30.000TL,Muğla - Fethiye - Ölüdeniz Mahallesi,https://www.emlakjet.com/ilan/tasyaka-mahallesinde-31-havuz-ve-deniz-manzarali-daire-17495084,,,,,,,,,,,,,,,
17502882,18 Haziran 2025,18 Haziran 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,1.Kat,2,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Muğla - Köyceğiz - Toparlar Mahallesi,https://www.emlakjet.com/ilan/tuana-emlak-tan-toparlarda-kiralik-21-daire-17502882,,,,,,,,,,,,,,,
