İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17409424,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,50 m²,57 m²,1+1,2,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.650TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/via-reform-toplu-konut-bulvarinda-cam-balkonlu-11-17409424,,,,,,,,,,,,,,,
17441194,02 Haziran 2025,02 Haziran 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.750TL,Samsun - Tekkeköy - 19 Mayıs Mahallesi,https://www.emlakjet.com/ilan/yildiz-emlak-gayrimenkul-den-sifir-kiralik-21-amerikan-mutfak-17441194,,,,,,,,,,,,,,,
17414314,28 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,2,2.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tramvaya-300-metre-ve-duz-ayak-2-kat-esyali-kiralik-11-17414314,,,,,,,,,,,,,,,
17430895,31 Mayıs 2025,13 Haziran 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,7.Kat,8,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/remax-yunus-tan-yenimahalle-de-kiralik-esyali-11-daire-17430895,,,,,,,,,,,,,,,
17432918,31 Mayıs 2025,04 Haziran 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Atakum - İncesu Yalı Mahallesi,https://www.emlakjet.com/ilan/atakum-incesu-kiralik-lux-11-daire-huzurun-adresi-17432918,,,,,,,,,,,,,,,
17410711,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,0 (Yeni),5.Kat,12,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,Samsun - Atakum - Çobanlı Mahallesi,https://www.emlakjet.com/ilan/remax-kuzey-den-cobanli-mh-kiralik-31-daire-17410711,,,,,,,,,,,,,,,
17432908,31 Mayıs 2025,04 Haziran 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfez-esyali-11-kiralik-daire-17432908,,,,,,,,,,,,,,,
17442337,02 Haziran 2025,05 Ağustos 2025,Konut,Kiralık,Daire,51 m²,60 m²,1+1,4,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/yeni-mahalle-cagaloglucaddesine-yakin-esyali-kiralik-11-daire-17442337,,,,,,,,,,,,,,,
17436414,01 Haziran 2025,01 Haziran 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,0 (Yeni),2.Kat,9,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,35.000TL,Samsun - Atakum - Denizevleri Mahallesi,https://www.emlakjet.com/ilan/baran-life-marina-da-yasam-basladi-lux-en-uygun-kiralik-21-17436414,,,,,,,,,,,,,,,
17415131,29 Mayıs 2025,05 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Samsun - Canik - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/samsun-canik-te-kiralik-31-17415131,,,,,,,,,,,,,,,
17414307,28 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,16-20,1.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.000TL,Samsun - İlkadım - Saitbey Mahallesi,https://www.emlakjet.com/ilan/ilkadim-sait-bey-mahallesi-nde-bulvara-yakin-bakimli-31-daire-17414307,,,,,,,,,,,,,,,
17441192,02 Haziran 2025,02 Haziran 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,15.500TL,Samsun - Tekkeköy - Şabanoğlu Mahallesi,https://www.emlakjet.com/ilan/yildiz-emlak-gayrimenkul-den-sifir-kiralik-21-110-m2-daire-17441192,,,,,,,,,,,,,,,
17410688,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,300 m²,350 m²,4+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,37.000TL,Samsun - Atakum - Denizevleri Mahallesi,https://www.emlakjet.com/ilan/remax-kuzey-den-denizevleri-sahilde-kiralik-41-dubleks-17410688,,,,,,,,,,,,,,,
17420667,29 Mayıs 2025,05 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,0 (Yeni),5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Birim Fiyat,12.000TL,Samsun - Canik - Hasköy Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-20-esyali-esyasiz-17420667,,Var,10541,1,1,1,Sıfır,Betonarme,,Kapalı Balkon,Hayır,4 m²,5 m²,15 m²,5 m²
17414322,28 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Sobalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Samsun - İlkadım - Kökçüoğlu Mahallesi,https://www.emlakjet.com/ilan/bulvara-yurume-mesafesinde-esyali-kiralik-21-17414322,,,,,,,,,,,,,,,
17422930,30 Mayıs 2025,16 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/truva-ugur-gok-ten-21-tadinda-kiralik-11-daire-17422930,,,5132,10,,,,,,,,,,,
17426937,30 Mayıs 2025,15 Temmuz 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,8,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Samsun - İlkadım - Adalet Mahallesi,https://www.emlakjet.com/ilan/karadeniz-cad-cephe-harika-merkezi-konumda-31-firsat-daire-acil-17426937,,,,,,,,,,,,,,,
17414323,28 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tramvaya-yurume-mesafesinde-luks-esyali-kiralik-11-17414323,,,,,,,,,,,,,,,
17410729,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Atakum - Yeşildere Mahallesi,https://www.emlakjet.com/ilan/remax-muzaffer-den-kiralik-11-17410729,,,,,,,,,,,,,,,
17410734,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,0 (Yeni),9.Kat,12,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Samsun - Canik - Teknepınar Mahallesi,https://www.emlakjet.com/ilan/remax-dunya-dan-panoramik-deniz-manzarali-31-17410734,,,,,,,,,,,,,,,
17430900,31 Mayıs 2025,31 Mayıs 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,16-20,5.Kat,13,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,26.000TL,Samsun - İlkadım - Kazım Karabekir Mahallesi,https://www.emlakjet.com/ilan/durusehirde-site-ici-31-kiralik-daire-17430900,,,,,,,,,,,,,,,
17421704,29 Mayıs 2025,29 Mayıs 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,0 (Yeni),5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.500TL,Samsun - Canik - Hasköy Mahallesi,https://www.emlakjet.com/ilan/canik-haskoy-bulvar-vadi-yolu-uzerinde-5-kat-kiralik-31-daire-17421704,,,4283,12,,,,,,,,,,,
17410668,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,42 m²,50 m²,1+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/remax-sevcan-gurlevikten-korfezde-sifir-esyali-11-kiralik-daire-17410668,,,,,,,,,,,,,,,
17441482,02 Haziran 2025,30 Temmuz 2025,Konut,Kiralık,Daire,160 m²,165 m²,3+1,16-20,3.Kat,7,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,25.000TL,Samsun - Atakum - Alanlı Mahallesi,https://www.emlakjet.com/ilan/guzelyali-mevki-sahil-karsisi-31-daire-17441482,17500 TL,Var,1532,6,,,,,300 TL,,,,,,
17438783,02 Haziran 2025,02 Temmuz 2025,Konut,Kiralık,Daire,75 m²,98 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,17.000TL,Samsun - Bafra - Fatih Mahallesi,https://www.emlakjet.com/ilan/power-gayrimenkulden-hukumet-konagi-arkasi-sifir-21-17438783,,,,,,,,,,,,,,,
17430894,31 Mayıs 2025,31 Mayıs 2025,Konut,Kiralık,Daire,43 m²,53 m²,1+1,2,4.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/remax-yunus-tan-korfez-de-esyali-kiralik-luks-11-daire-17430894,,,,,,,,,,,,,,,
17410746,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Samsun - Atakum - İncesu Yalı Mahallesi,https://www.emlakjet.com/ilan/atakum-incesu-da-luks-60m2-sifir-esyali-kiralik-11-daire-17410746,,,,,,,,,,,,,,,
17410673,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.350TL,Samsun - Atakum - Küçükkolpınar Mahallesi,https://www.emlakjet.com/ilan/remax-muzaffer-den-kiralik-11-17410673,,,,,,,,,,,,,,,
17441193,02 Haziran 2025,02 Haziran 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,1,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.750TL,Samsun - Tekkeköy - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/yildiz-emlak-gayrimenkul-den-kiralik-21-100-m2-daire-17441193,,,,,,,,,,,,,,,
17404940,27 Mayıs 2025,27 Mayıs 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,11-15,Yüksek Giriş,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,1,Birim Fiyat,15.000TL,Samsun - Çarşamba - Yeşilırmak Mahallesi,https://www.emlakjet.com/ilan/yesilirmak-sitesinde-21-daire-17404940,15000 TL,Var,824,1,1,2,İkinci El,Betonarme,700 TL,Kapalı Balkon,Evet,5 m²,,,
17386418,23 Mayıs 2025,04 Haziran 2025,Konut,Kiralık,Daire,165 m²,184 m²,4+1,4,12.Kat,16,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,75.000TL,Samsun - Atakum - Büyükkolpınar Mahallesi,https://www.emlakjet.com/ilan/vega-hills-sitesi-kiralik-esyali-4-51-ultra-luks-17386418,,,,,,,,,,,,,,,
17348736,16 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,2.Kat,3,Sobalı,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - Atakum - Çakırlar Yalı Mahallesi,https://www.emlakjet.com/ilan/nart-gayrimenkulden-kiralik-esyali-yazlik-17348736,,,,,,,İkinci El,Betonarme,,,,,,,
17374326,21 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,135 m²,160 m²,3+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,37.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tozluemlaktan-korfez-tramvaya-cephe-31-sifir-daire-17374326,,,,,,,,,,,,,,,
17328150,13 Mayıs 2025,30 Temmuz 2025,Konut,Kiralık,Daire,145 m²,165 m²,4+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - Atakum - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/yildiz-emlak-gayrimenkul-den-kiralik-41-145-m2-daire-17328150,,,,,,,,,,,,,,,
17374344,21 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,2+1,2,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,20.250TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tozluemlak-tan-deniz-ve-doga-manzarali-160-m2-genis-21-daire-17374344,,,,,,,,,,,,,,,
17359124,18 Mayıs 2025,18 Mayıs 2025,Konut,Kiralık,Daire,55 m²,66 m²,1+1,0 (Yeni),2.Kat,6,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Atakum - Yeşildere Mahallesi,https://www.emlakjet.com/ilan/yesilderede-ulasima-yakin-kiralik-11-luks-daire-17359124,,,,,,,,,,,,,,,
17396302,25 Mayıs 2025,18 Haziran 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,1,4.Kat,6,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/kuvvet-ten-bulvara-cephe-full-esyali-ara-kat-11-17396302,,,,,,,,,,,,,,,
17388884,24 Mayıs 2025,26 Mayıs 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - İlkadım - Cedit Mahallesi,https://www.emlakjet.com/ilan/ceditte-kiralik-uygun-fiyat-17388884,15000 TL,,7574,2,,,İkinci El,Betonarme,10 TL,,,,,,
17336414,14 Mayıs 2025,20 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,4.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/cagaloglu-ustunde-koridorlu-kaliteli-11-esyasiz-17336414,10000 TL,Var,10967,4,1,,,,235 TL,Açık Balkon,,,,,
17310766,09 Mayıs 2025,24 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - Atakum - Esenevler Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-esenevler-de-abonelikleri-acik-21-esyali-kiralik-daire-17310766,17000 TL,Var,,,,2,İkinci El,Betonarme,,,Evet,,,,
17343748,15 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.500TL,Samsun - Atakum - Büyükoyumca Mahallesi,https://www.emlakjet.com/ilan/pars-prime-atakum-buyukoyumca-mh-deniz-manzarali-sifir-17343748,,,,,,,,,,,,,,,
17402931,26 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-sifir-arakat-kiralik-daire-17402931,,,,,,,,,,,,,,,
17399790,26 Mayıs 2025,24 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,10.000TL,Samsun - Bafra - Kavakpınar Mahallesi,https://www.emlakjet.com/ilan/kahvecioglu-emlak-tan-kavakpinar-mah-kiralik-31-daire-17399790,,,344,35,,,,,,,,,,,
17351604,16 Mayıs 2025,04 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.500TL,Samsun - Atakum - Çobanlı Mahallesi,https://www.emlakjet.com/ilan/remax-kuzeyden-kent-ormanina-cephe-esyasiz-kiralik-11-daire-17351604,,,9357,4,,,,,,,,,,,
17334359,14 Mayıs 2025,14 Mayıs 2025,Konut,Kiralık,Daire,185 m²,235 m²,4+1,2,2.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,30.000TL,Samsun - Atakum - Esenevler Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-kucukkolpinarda-kiralik-41-daire-17334359,,,,,,,Sıfır,Betonarme,,,,,,,
17358057,17 Mayıs 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,11-15,9.Kat,12,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,25.000TL,Samsun - İlkadım - Derebahçe Mahallesi,https://www.emlakjet.com/ilan/derebahcede-havuzlu-site-ici-esyali-kiralik-31-daire-17358057,25000 TL,,10697,4,,,,,2000 TL,,,,,,
17388142,24 Mayıs 2025,05 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/korfez-pamuklu-bulv-deniz-manzara-ultra-luks-esyali-11kiralik-17388142,,,,,,,,,,,,,,,
17311058,09 Mayıs 2025,23 Temmuz 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,28.000TL,Samsun - Atakum - Güzelyalı Mahallesi,https://www.emlakjet.com/ilan/atakent-te-esyali-kiralik-21-17311058,28000 TL,Var,1535,10,1,2,İkinci El,Betonarme,500 TL,Kapalı Balkon,Evet,6 m²,6 m²,,
17408416,27 Mayıs 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - İlkadım - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-hurriyet-mahallesi-nde-depozitosuz-31-kiralik-daire-17408416,,Var,,,,2,İkinci El,Betonarme,,,Evet,,,,
17404254,27 Mayıs 2025,27 Mayıs 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,11-15,4.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,28.000TL,Samsun - İlkadım - Karasamsun Mahallesi,https://www.emlakjet.com/ilan/kalkancada-31-kiralik-site-dairesi-17404254,,Var,2357,2,2,,,,,Kapalı Balkon,,30 m²,,,
17375486,21 Mayıs 2025,22 Ağustos 2025,Konut,Kiralık,Daire,143 m²,155 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,3,Genel Fiyat,15.250TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/yenimahallede-31-17375486,16000 TL,,306,3,,,,,0 TL,,,,,,
17382491,23 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.500TL,Samsun - Çarşamba - Kirazlıkçay Mahallesi,https://www.emlakjet.com/ilan/zafer-emlak-tan-kiralik-31-daire-17382491,,,,,,,,,,,,,,,
17408455,27 Mayıs 2025,26 Haziran 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,17.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/arotis-emlak-sifir-kiralik-11-17408455,,,,,,,İkinci El,Betonarme,300 TL,,,,,,
17310168,09 Mayıs 2025,28 Temmuz 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Yabancıdan,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/ful-deniz-manzarali-ful-esyali-tramvay-dibinde-kiralik-11-17310168,,,,,,,,,,,,,,,
17319574,11 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,1,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/korfez-tramvay-duragina-2-dk-full-esyali-kiralik-luks-11-daire-17319574,,,,,,,,,,,,,,,
17374334,21 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tozluemlak-tan-korfez-tramvay-duraginda-esyali-genis-11-17374334,,,,,,,,,,,,,,,
17318493,11 Mayıs 2025,25 Haziran 2025,Konut,Kiralık,Daire,130 m²,150 m²,4+1,0 (Yeni),5.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,38.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/19-mayis-bulvari-a101-arkasi-pera-gerden-sitesinde-kiralik-41-17318493,,,,,,,,,,,,,,,
17374303,21 Mayıs 2025,01 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,0 (Yeni),Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.750TL,Samsun - İlkadım - Kalkancı Mahallesi,https://www.emlakjet.com/ilan/tozluemlak-tan-kalkanca-merkezi-konumda-kiralik-11-daire-17374303,,,,,,,,,,,,,,,
17350396,16 Mayıs 2025,28 Temmuz 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,Bahçe Katı,6,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,8.000TL,Samsun - İlkadım - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievler-de-dsi-yakini-125-m2-31-dogalgazli-bahce-kat-daire-17350396,,,,,,,,,,,,,,,
17278142,04 Mayıs 2025,28 Temmuz 2025,Konut,Kiralık,Daire,165 m²,185 m²,3.5+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Samsun - Atakum - Esenevler Mahallesi,https://www.emlakjet.com/ilan/denizevleri-tramvay-duragina-cephe-esyali-31-daire-17278142,,,,,,,,,,,,,,,
17288006,06 Mayıs 2025,06 Mayıs 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Samsun - Atakum - Küçükkolpınar Mahallesi,https://www.emlakjet.com/ilan/abonelikleri-acik-17288006,,,,,,,,,,,,,,,
17304917,08 Mayıs 2025,05 Ağustos 2025,Konut,Kiralık,Daire,150 m²,210 m²,3+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Samsun - Atakum - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/alan-emlak-omurevleri-turkis-arasi-tramvaya-ceph-kiralik-dubleks-17304917,,,,,,,,,,,,,,,
