İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17897262,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,41.050TL,İstanbul - Arnavutköy - Mavigöl Mahallesi,https://www.emlakjet.com/ilan/bolluca-da-cadde-uzeri-31-dubleks-ferah-daire-17897262,,,,,,,,,,,,,,,
17896202,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,88 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,https://www.emlakjet.com/ilan/kiralik-21-80m-2-1-kat-yeni-yapi-genis-kullanisli-bos-daire-17896202,,,,,,,,,,,,,,,
17896100,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,İstanbul - Başakşehir - Şahintepe Mahallesi,https://www.emlakjet.com/ilan/basaksehir-sahintepe-mah-sifirdan-farksiz-kiralik-17896100,,,,,,,,,,,,,,,
17895849,16 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,2+1,1,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,İstanbul - Büyükçekmece - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/beykent-bolgesine-yakn-mesafede-sifir-binada-genis-21-bahce-kat-17895849,1300 TL,50000 TL,,,2622,2,,,,,,,,,
17895974,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,İstanbul - Sancaktepe - Atatürk Mahallesi,https://www.emlakjet.com/ilan/demokrasi-caddesinde-kiralik-21-kiralik-daire-17895974,,,,,,,,,,,,,,,
17896683,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,70 m²,85 m²,1+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,İstanbul - Bayrampaşa - Kartaltepe Mahallesi,https://www.emlakjet.com/ilan/kartaltepe-mahallesi-ankara-caddesinde-kiralik-11-daire-17896683,,,,,,,,,,,,,,,
17896046,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,1,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,34.500TL,İstanbul - Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com/ilan/homeland-den-sisli-de-cadde-uzerinde-yeni-binada-21-esyali-17896046,,,,,,,,,,,,,,,
17896713,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,80.000TL,İstanbul - Sarıyer - Yeniköy Mahallesi,https://www.emlakjet.com/ilan/kiralik-21yenikoy-merkezde-muhtesem-bogaz-manzarali-sik-klas-daire-17896713,20 TL,,,,,,İkinci El,Betonarme,,,,,,,
17895995,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,1.Kat,5,Isıtma Yok,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,İstanbul - Fatih - Akşemsettin Mahallesi,https://www.emlakjet.com/ilan/aksemsettin-mh-11-50m-1-kat-genis-rahat-17895995,,15000 TL,,,2074,14,,,,,,,,,
17896283,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,105 m²,122 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,28.000TL,İstanbul - Bahçelievler - Yenibosna Merkez Mahallesi,https://www.emlakjet.com/ilan/yenibosna-ozazimkent-bloklarinda-31-122m2-kiralik-daire-17896283,,,,,,,,,,,,,,,
17896152,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,45.000TL,İstanbul - Şişli - Merkez Mahallesi,https://www.emlakjet.com/ilan/sisli-merkezde-yenilenmis-31-17896152,,,,,,,,,,,,,,,
17896053,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,105 m²,125 m²,3+1,16-20,6.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,42.500TL,İstanbul - Pendik - Harmandere Mahallesi,https://www.emlakjet.com/ilan/pendik-harmandere-kiralik-31arakat-daire-17896053,,,,,,,,,,,,,,,
17896150,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,4+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,50.000TL,İstanbul - Şişli - 19 Mayıs Mahallesi,https://www.emlakjet.com/ilan/sisli-merkezde-kiralik-daire-17896150,,,,,,,,,,,,,,,
17895813,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,11-15,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,28.000TL,İstanbul - Beylikdüzü - Marmara Mahallesi,https://www.emlakjet.com/ilan/beylikduzu-marmara-mahallesi-kiralik-21-daire-17895813,,,,,,,,,,,,,,,
17896712,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,Yok,2,Genel Fiyat,52.000TL,İstanbul - Sarıyer - Yeniköy Mahallesi,https://www.emlakjet.com/ilan/kiralik-31-yenikoy-de-mustesna-mevkii-de-si-klas-ferah-nezih-daire-17896712,50 TL,,,,,,İkinci El,Betonarme,,,,,,,
17896664,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,İstanbul - Bayrampaşa - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/b-pasa-muratpasa-mah-21-95-m2-full-esyali-kiralik-daire-17896664,,,,,,,,,,,,,,,
17895977,16 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.000TL,İstanbul - Sancaktepe - İnönü Mahallesi,https://www.emlakjet.com/ilan/ataturk-mah-metroya-yurume-mesf-kiralik-21-ara-kat-17895977,,,,,,,,,,,,,,,
17895811,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,4,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,70.000TL,İstanbul - Beylikdüzü - Marmara Mahallesi,https://www.emlakjet.com/ilan/beylikduzu-deniz-istanbul-mercan-konaklari-kiralik-31-daire-17895811,,,,,,,,,,,,,,,
17896154,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,40.000TL,İstanbul - Beyoğlu - Kamer Hatun Mahallesi,https://www.emlakjet.com/ilan/beyoglu-esyali-kiralik-daire-17896154,,,,,,,,,,,,,,,
17895903,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,21 Ve Üzeri,3.Kat,3,Isıtma Yok,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,16.000TL,İstanbul - Gaziosmanpaşa - Merkez Mahallesi,https://www.emlakjet.com/ilan/bekara-kiralik-daire-gaziosmanpasa-merkez-mahalleainde-ragip-bey-sokakta-11-70m2-3-kat-17895903,,16000 TL,,,,,,,,,,,,,
17896667,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,5.Kat,7,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,Genel Fiyat,14.000TL,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,https://www.emlakjet.com/ilan/emir-emlak-dan-21-5-kat-yerli-yabanci-ailelere-uygun-aciklamayi-okuyup-arayiniz-17896667,,14000 TL,Yok,,299,24,İkinci El,,,35 m²,35 m²,1,35 m²,,
17896313,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,5-10,Bahçe Katı,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,İstanbul - Şişli - Kuştepe Mahallesi,https://www.emlakjet.com/ilan/metro-metrobuse-14-dk-full-0-esyali-21-daire-17896313,,20000 TL,,,9049,10,,,,,,,,,
17895762,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,26.000TL,İstanbul - Çekmeköy - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/cekmekoy-hamidiye-cagri-arkasi-kiralik-2-kat-21-85m2-daire-17895762,250 TL,26000 TL,Var,1,,3534,İkinci El,Betonarme,Açık Balkon,8 m²,22 m²,,,4 m²,Evet
17895916,16 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,11-15,Bodrum Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,33.000TL,İstanbul - Şile - Çavuş Mahallesi,https://www.emlakjet.com/ilan/remax-anka-dan-merkezi-konumda-ogrencilere-9ay-kiralik-21-daire-17895916,,,,,,,,,,,,,,,
17896131,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,95 m²,2+1,5-10,12.Kat,14,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,65.000TL,İstanbul - Kağıthane - Merkez Mahallesi,https://www.emlakjet.com/ilan/istanbul-gobeginde-kagithane-de-nef-03-projede-kiralik-21-17896131,,,,,,,,,,,,,,,
17895891,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,İstanbul - Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com/ilan/brn-celik-insaat-tan-tramvay-cad-uzeri-3-kat-21-95m2-masrafsiz-17895891,,,,,,,,,,,,,,,
17896538,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,42.000TL,İstanbul - Ümraniye - Tatlısu Mahallesi,https://www.emlakjet.com/ilan/umraniye-tatlisu-mahallesinde-kiralik-31-full-esyali-daire-17896538,,,,,,,,,,,,,,,
17895882,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Hisseli Tapu,Hayır,Yok,1,Genel Fiyat,23.500TL,İstanbul - Ataşehir - Mevlana Mahallesi,https://www.emlakjet.com/ilan/atasehir-mevlana-mah-temiz-31-kiralik-daire-17895882,,,,,,,,,,,,,,,
17896182,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,21 Ve Üzeri,Müstakil,1,Kombi Doğalgaz,Boş,Eşyalı,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,27.000TL,İstanbul - Tuzla - Postane Mahallesi,https://www.emlakjet.com/ilan/piri-reis-universitesine-250-m-kiralik-21-70-m2-3e-gayrimenkul-17896182,,,,,,,,,,,,,,,
17895913,16 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,Çatı Katı,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.000TL,İstanbul - Şile - Çavuş Mahallesi,https://www.emlakjet.com/ilan/merkezi-lokasyonda-kiralik-11-yari-esyali-daire-17895913,,,,,,,,,,,,,,,
17896484,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,İstanbul - Arnavutköy - Arnavutköy Merkez Mahallesi,https://www.emlakjet.com/ilan/merkezde-100m-21-yuksek-giris-metro-ve-hastaneye-yurume-mesafe-17896484,,,,,,,,,,,,,,,
17895559,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,21.500TL,İstanbul - Sultanbeyli - Battalgazi Mahallesi,https://www.emlakjet.com/ilan/sultanbeyli-battalgazi-de-sadece-memura-kiralik-31-daire-17895559,,,,,,,,,,,,,,,
17894793,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,İstanbul - Ataşehir - Esatpaşa Mahallesi,https://www.emlakjet.com/ilan/esatpasa-sondurak-da-full-esyali-21-17894793,,,,,,,,,,,,,,,
17895686,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,1,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,26.500TL,İstanbul - Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com/ilan/avcilar-gumuspala-mah-mustakil-villa-tadinda-yeni-21-100m2-daire-17895686,,,,,,12215,,,,,,,,,
17894742,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,İstanbul - Esenyurt - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/metrobus-5-dk-aile-binasinda-11-kiralik-daire-17894742,,,,,,,,,,,,,,,
17895375,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,11-15,1.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,75.000TL,İstanbul - Çekmeköy - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/cekmekoy-hamidiye-mah-sardunya-sitesi-nde-31-kiralik-daire-17895375,,,,,,,,,,,,,,,
17894794,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,İstanbul - Esenyurt - Selahaddin Eyyubi Mahallesi,https://www.emlakjet.com/ilan/esenyurt-selahaddin-eyyubi-mahallesi-21-90-m2-3-kat-kiralik-daire-balkonlu-asansorlu-banyo-wc-ayr-17894794,,16500 TL,Var,1,709,6,İkinci El,Betonarme,Açık Balkon,,,2,,,Hayır
17895738,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,60.000TL,İstanbul - Kadıköy - Koşuyolu Mahallesi,https://www.emlakjet.com/ilan/kosuyolu-nda-harika-konumda-kiralik-31-daire-17895738,,,,,,,,,,,,,,,
17894860,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,4,1.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,İstanbul - Esenyurt - Akçaburgaz Mahallesi,https://www.emlakjet.com/ilan/akcaburgaz-mahallesi-kiralik-daire-1-kat-31-125m2-17894860,,,,,115,28,,,,,,,,,
17895646,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,69 m²,1+1,5-10,12.Kat,19,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.500TL,İstanbul - Başakşehir - Bahçeşehir 1. Kısım Mahallesi,https://www.emlakjet.com/ilan/bahcesehir-vaditepe-gol-evleri-golet-manzarali-11-kiralik-daire-17895646,,,,,,,,,,,,,,,
17894879,16 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,25.000TL,İstanbul - Ümraniye - Altınşehir Mahallesi,https://www.emlakjet.com/ilan/umraniye-altinsehir-natoyolu-caddesi-uzerinde-metro-yurume-31-5-kat-yabanciya-uygun-ev-daire-kira-17894879,0 TL,25000 TL,Var,2,,,İkinci El,Betonarme,Açık Balkon,10 m²,35 m²,2,5 m²,10 m²,Hayır
17895370,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,4,2.Kat,5,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,28.000TL,İstanbul - Sultangazi - İsmetpaşa Mahallesi,https://www.emlakjet.com/ilan/ismetpasa-mah-de-21-100-m2-asansorlu-otoparkli-temiz-orta-kat-daire-17895370,,28000 TL,,,,,,,,,,,,,
17895464,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,21 Ve Üzeri,Bahçe Katı,6,Doğalgaz Sobalı,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,14.000TL,İstanbul - Küçükçekmece - Atatürk Mahallesi,https://www.emlakjet.com/ilan/papatya-emlak-tan-arena-park-karsisi-kiralik-21-daire-17895464,,,,,,,,,,,,,,,
17895462,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Bahçe Katı,8,Isıtma Yok,Kiracı Oturuyor,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,16.000TL,İstanbul - Küçükçekmece - Atatürk Mahallesi,https://www.emlakjet.com/ilan/papatya-emlak-tan-ataturk-mah-kiralik-esyali-daire-17895462,,,,,,,,,,,,,,,
17895702,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Evet,Yok,1,Genel Fiyat,25.000TL,İstanbul - Silivri - Piri Mehmet Paşa Mahallesi,https://www.emlakjet.com/ilan/silivri-sahil-erseven-sitesinde-kiralik-31-daire-17895702,,,,,,,,,,,,,,,
17895436,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,32.000TL,İstanbul - Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com/ilan/pegaas-tan-denizkoskler-mah-21-on-cephe-arakat-kiralik-daire-17895436,,64000 TL,,,,23050,,,,,,,,,
17894709,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,60 m²,95 m²,2+1,0 (Yeni),11.Kat,14,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,38.000TL,İstanbul - Kağıthane - Talatpaşa Mahallesi,https://www.emlakjet.com/ilan/kagithane-talatpasa-mh-21-kiralik-residence-daire-metrobuse-6dk-17894709,,,Var,1,4442,9,,,Açık Balkon,,,,,,
17895611,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,27.500TL,İstanbul - Kağıthane - Yahya Kemal Mahallesi,https://www.emlakjet.com/ilan/firsat-genc-binada-sifir-luks-esyali-11-kiralik-daire-17895611,200 TL,27500 TL,,,6542,38,,,,,,,,,
17895736,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,105 m²,135 m²,3+1,1,5.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,110.000TL,İstanbul - Kadıköy - Fenerbahçe Mahallesi,https://www.emlakjet.com/ilan/fenerbahce-dalyan-da-net-105m2-kiralik-31-sifir-daire-17895736,,,,,,,,,,,,,,,
17895421,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,50.000TL,İstanbul - Bahçelievler - Siyavuşpaşa Mahallesi,https://www.emlakjet.com/ilan/azmir-den-siyavuspasada-kiralik-31-genc-ve-buyuk-daire-17895421,,,,,,,,,,,,,,,
17895537,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,5-10,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,İstanbul - Kartal - Gümüşpınar Mahallesi,https://www.emlakjet.com/ilan/ege-sanayi-okul-karsisi-balkonlu-otoparkli-yeni-binada-kiralik-17895537,,,,,,,,,,,,,,,
17894701,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,İstanbul - Esenyurt - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/esenyurt-hurriyet-mh-balkonlu-buyuk-mutfakli-21-kiralik-daire-17894701,,,,,513,13,,,,,,,,,
17895614,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,Boş,Yabancıdan,Hayır,,1,Genel Fiyat,20.000TL,İstanbul - Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com/ilan/kavakli-merkezde-butik-site-icinde-kiralik-bahce-kullanimli-21-bahce-kat-17895614,,,,,,,,,,,,,,,
17895641,16 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,65 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,,1,Genel Fiyat,18.000TL,İstanbul - Pendik - Esenyalı Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-pendik-esenyali-mahallesi-17895641,200 TL,18000 TL,Var,2,5036,20,İkinci El,Betonarme,Açık Balkon,,,1,,,Hayır
17895317,16 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,45.000TL,İstanbul - Bakırköy - Kartaltepe Mahallesi,https://www.emlakjet.com/ilan/esyali-21-120m2-3-cepheli-onu-kapanmaz-manzarali-acik-otoparkli-keyifli-daire-17895317,,100000 TL,,,869,131,,,,,,,,,
17895750,16 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,65 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,,1,Genel Fiyat,18.000TL,İstanbul - Pendik - Esenyalı Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-pendik-esenyali-mahallesi-17895750,,,Var,2,5036,20,İkinci El,,Açık Balkon,,,1,,,Hayır
17895496,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,Stüdyo,16-20,Bahçe Katı,6,Isıtma Yok,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,6.000TL,İstanbul - Küçükçekmece - Mehmet Akif Mahallesi,https://www.emlakjet.com/ilan/emir-emlak-dan-bekara-oda-17895496,,6000 TL,Yok,,,,İkinci El,,,35 m²,35 m²,1,35 m²,,
17894677,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,30.000TL,İstanbul - Gaziosmanpaşa - Karlıtepe Mahallesi,https://www.emlakjet.com/ilan/akdogan-insaat-g-o-pasa-gocmenler-sokak-kiralik-daire-1-kat-21-95m2-17894677,,30000 TL,Var,1,null,12323,,,Açık Balkon,,,1,,,
17895206,16 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,85 m²,130 m²,2+1,0 (Yeni),15.Kat,24,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,37.000TL,İstanbul - Bağcılar - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/bagcilar-fevzicakmak-mahallesin-kiralik-21-site-icerisinde-sifir-daire-17895206,,,,,3494,3,,,,,,,,,
