İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17913009,19 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,4,2.Kat,13,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Evet,1,Var,1,Açık Balkon,1,Genel Fiyat,25.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-da-7-24-guvenlikli-sitede-full-esyali-luks-11-daire-17913009,,,İkinci El,Eşyalı,Yok,Betonarme,3500 TL,25000 TL,Evet,,,,
17911254,18 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,2.Kat,15,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Var,2,Açık Balkon,,Genel Fiyat,25.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/saricam-carkipare-de-31-k-mutfak-17911254,826,3,,,,,750 TL,25000 TL,,,,,
17922100,20 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,1,6.Kat,6,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Yok,,,1,Genel Fiyat,25.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/toros-mahallesi-nde-esyali-11-luks-kiralik-daire-17922100,,,İkinci El,Eşyalı,Yok,Betonarme,300 TL,20000 TL,Evet,,,,
17915286,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,2,Güneş Enerjisi,Boş,Tapu Kaydı Yok,Hayır,1,Var,1,Açık Balkon,,Genel Fiyat,100.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/pinarda-21-bulvar-uzeri-mustakill-17915286,,,İkinci El,,,Betonarme,,,Hayır,,,,
17921644,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,12.000TL,Adana - Seyhan - Yeşiloba Mahallesi,https://www.emlakjet.com/ilan/uygun-fiyatli-kacmaz-firsat-17921644,,,,,,,,,,,,,
17922016,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,155 m²,3+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,29.000TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/lotus-danhuzurevleri-nde-dogalgazli-kilerli-31-ferah-daire-17922016,,,,,Yok,,,,,,,,
17915338,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,21 Ve Üzeri,1.Kat,1,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,8.500TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/yesilyurt-metro-duragi-yaninda-esyali-kiralik-10-17915338,,,,,,,,,,,,,
17927433,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,1+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Var,1,Açık Teras,1,Genel Fiyat,25.000TL,Adana - Çukurova - Karslılar Mahallesi,https://www.emlakjet.com/ilan/karslilar-mahallesinde-full-esyali-11-mustakil-daire-17927433,,,İkinci El,Eşyalı,Yok,Betonarme,200 TL,25000 TL,Evet,,,,
17913649,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,75 m²,100 m²,2+1,5-10,3.Kat,15,Klimalı,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,28.000TL,Adana - Seyhan - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/saymax-tan-mithatpasa-mah-akdeniz-okulu-arkasi-21-esyali-kiralik-daire-17913649,12628,4,,,,,600 TL,28000 TL,,,,,
17913449,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,5-10,1.Kat,12,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,,,,,Genel Fiyat,25.000TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/t-ozal-bul-metroya-yurume-mesafesnde-h-evler-mah-d-gazli-full-esyai-c-banyi-21-daire-17913449,5908,7,,,,,,,,,,,
17912801,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,65 m²,1+1,4,4.Kat,8,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,1,Açık Balkon,1,Genel Fiyat,28.750TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-da-havuz-manzarali-full-esyali-luks-11-17912801,,,İkinci El,Eşyalı,Yok,Betonarme,1750 TL,28750 TL,Evet,,,,
17913488,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,12.Kat,12,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,20.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/t-ozalda-h-evleri-mah-ustelik-full-esyali-dev-gibi-d-gazli-11-daire-17913488,1746,160,,,,,,,,,,,
17934233,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,70 m²,1+1,2,12.Kat,14,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,10.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/birlik-ten-carkiparede-11-hasarsiz-kiralik-daire-17934233,1,1,,,,,,10000 TL,,,,,
17914528,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,145 m²,2+1,5-10,1.Kat,2,Doğalgaz Sobalı,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,130.000TL,Adana - Sarıçam - Beyceli Mahallesi,https://www.emlakjet.com/ilan/ugur-kaya-gayrimenkul-den-kiralik-21-kiralik-daire-17914528,12477,12,,,,,,,,,,,
17935868,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,1,11.Kat,12,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,9.500TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/birlik-gayrimenkulden-soulmate-civari-11-iskanli-hasarsiz-kiralik-daire-17935868,265,12,,,,,,,,,,,
17914551,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,95 m²,2+1,11-15,1.Kat,8,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,Yok,,,,Genel Fiyat,18.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/sumer-mah-esyali-21-aylik-kiralik-daire-17914551,,,,Eşyalı,,,,15000 TL,Evet,,,,
17914175,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,16-20,3.Kat,5,Klimalı,Boş,Yabancıdan,Hayır,1,Var,,,,Genel Fiyat,13.000TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/seyhan-baraj-yolu-11-esyali-kiralik-daire-asonsorlu-17914175,,,,,,,,13000 TL,,,,,
17928896,21 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,150 m²,2+1,5-10,Yüksek Giriş,3,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,Var,,,2,Genel Fiyat,12.500TL,Adana - Seyhan - Barış Mahallesi,https://www.emlakjet.com/ilan/baris-mahallesinde-yeni-yapi-genis-oturumlu-21-kiralik-daire-17928896,,,İkinci El,Boş,Yok,Betonarme,,500 TL,Evet,,,,
17909748,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,2+1,5-10,12.Kat,18,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,34.000TL,Adana - Çukurova - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/total-den-t-ozal-da-full-esyali-dogalgazli-yeni-binada-lux-daire-17909748,,,,Eşyalı,Yok,,,,,,,,
17913809,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,1+1,0 (Yeni),2.Kat,6,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Var,1,Açık Balkon,1,Birim Fiyat,7.500TL,Adana - Sarıçam - Boynuyoğun Mahallesi,https://www.emlakjet.com/ilan/osmangazi-boynuyogunda-sahibinden-kiralik-11-17913809,231,3,Sıfır,Boş,,Betonarme,,7500 TL,Hayır,,,,
17929077,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,5-10,11.Kat,11,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,2,Açık Balkon,2,Genel Fiyat,230.000TL,Adana - Seyhan - İsmetpaşa Mahallesi,https://www.emlakjet.com/ilan/kiyikent-tokiler-2-etapta-ferah-21-kiralik-daire-17929077,,,İkinci El,Boş,Yok,Betonarme,,,Evet,,,,
17910583,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,60 m²,1+1,2,6.Kat,12,Klimalı,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,13.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/gultepede-bulvar-uzeri-iskanli-11-kiralik-daire-17910583,,,,Eşyalı,Yok,,,,,,,,
17914357,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,3.Kat,5,Klimalı,Boş,Yabancıdan,Hayır,1,Var,,,,Genel Fiyat,13.000TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-lc-wakiki-arasinda-esyali-kiralik-11-17914357,,,,,,,,,,,,,
17922014,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,Kot 3 (-3).Kat,4,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,12.500TL,Adana - Seyhan - Fevzipaşa Mahallesi,https://www.emlakjet.com/ilan/fevzipasa-mah-21-kiralik-daire-17922014,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com/ilan/karakuyu-tokilerde-31-yeni-teslim-daireler-17922015,,,,,,,,,,,,,
17929368,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,4,8.Kat,10,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,,,,,Genel Fiyat,24.000TL,Adana - Seyhan - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/ici-full-yapili-dusuk-katli-cift-banyolu-d-gazli-31-17929368,,,,,,,,,,,,,
17909761,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,6.Kat,15,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,25.500TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-da-21-acik-mutfakli-kapali-yuzme-havuzlu-17909761,10372,3,,Boş,Yok,,,,,,,,
17935024,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,3,2.Kat,5,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,,,,1,Genel Fiyat,25.500TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyazevler-mahallesi-nde-11-esyali-luks-kiralik-daire-17935024,,,İkinci El,Eşyalı,Yok,Betonarme,300 TL,25500 TL,Evet,,,,
17921087,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,170 m²,200 m²,3+1,11-15,10.Kat,12,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,Var,1,Açık Balkon,,Genel Fiyat,24.500TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/adana-huzurevlerin-de-elit-site-icerisinde-31-170m-net-kiralik-luks-daire-17921087,,,,,,,300 TL,,,,,,
17912904,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,65 m²,1+1,5-10,9.Kat,9,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.500TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/esse-my-home-dan-huzurevlerin-de-11-terasli-daire-17912904,,,,Boş,Yok,,,,,,,,
17909312,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,3,7.Kat,11,Klimalı,Boş,Kooperatiften Tapu,Evet,1,Var,1,Açık Balkon,,Genel Fiyat,16.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/adana-saricamda-ana-bulvar-uzerinde-esyalari-yeni-firsat-11-kiralik-daire-17909312,,,,Eşyalı,,,,,Evet,5 m²,10 m²,,
17908589,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,5-10,2.Kat,6,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,10.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyazevlerde-10-ve-11-esyali-apartlarimiz-sizleri-bekliyor-17908589,7356,7,,,,,,,,,,,
17908949,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,4.Kat,10,Isıtma Yok,Boş,Tapu Kaydı Yok,Hayır,1,Var,3,Açık Balkon,,Genel Fiyat,20.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/pinarda-21-acik-mutfak-site-icerisinde-17908949,,,İkinci El,Boş,,Betonarme,,,Hayır,,,,
17906930,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),12.Kat,14,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,19.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/bulvar-uzeri-11-full-ve-sifir-esyali-hasarsiz-site-kiralik-daire-17906930,444,1,,,,,,,,,,,
17906879,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,11-15,Yüksek Giriş,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,9.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-genis-oturumlu-10-17906879,,,,Eşyalı,,,,,,,,,
17909085,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,Stüdyo,16-20,2.Kat,3,Klimalı,Boş,Yabancıdan,Evet,1,,,,,Genel Fiyat,10.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/seyhan-barajyolu-plaza-otel-cvr-10-genis-esyali-daire-17909085,,,,,,,,,,,,,
17906945,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,5-10,4.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/pinar-da-ali-bozdogan-bul-da-genis-oturumlu-esyali-daire-17906945,10527,11,,Eşyalı,,,500 TL,24000 TL,,,,,
17906842,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,125 m²,2+1,5-10,14.Kat,14,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/metronun-dibinde-full-extrali-site-icinde-kacmaz-firsat-dogalgazli-ankastreli-17906842,9119,1,,,,,500 TL,22000 TL,,,,,
17907676,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,21 Ve Üzeri,1.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,Yok,,,,Genel Fiyat,9.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-duygu-cafe-arkasimda-esyali-kiralik-10-17907676,,,,,,,,,,,,,
17909429,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,1.Kat,2,Isıtma Yok,Boş,Tapu Kaydı Yok,Evet,1,Var,,,,Genel Fiyat,110.000TL,Adana - Seyhan - İsmetpaşa Mahallesi,https://www.emlakjet.com/ilan/ismetpasada-genis-oturuma-sahip-21-kapali-mutfa-17909429,,,,,,,0 TL,,,,,,
17907979,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,3.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,Yok,,,,Genel Fiyat,15.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/duygu-cafe-civari-11-esyali-17907979,,,,,,,,,,,,,
17909592,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,11-15,2.Kat,3,Klimalı,Boş,Kooperatiften Tapu,Evet,1,,,,,Genel Fiyat,85.000TL,Adana - Sarıçam - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/adana-saricam-yesiltepede-mustakil-kiralik-21-ici-yenilenmis-firsat-daire-17909592,,,,,,,,,,,,,
17908557,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,3,11.Kat,15,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,14.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/bulvar-uzeri-kacmaz-kiralik-17908557,,,,Eşyalı,Yok,,,,,,,,
17909390,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,16-20,8.Kat,10,Klimalı,Boş,Kooperatiften Tapu,Hayır,2,,,,,Genel Fiyat,24.500TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/adana-cukurova-huzurevlerinde-31-hasarsiz-gol-manzarali-genis-daire-17909390,,,,Eşyalı,,,,,,,,,
17909722,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,3.Kat,5,Klimalı,Boş,Kooperatiften Tapu,Evet,1,,,,,Genel Fiyat,12.000TL,Adana - Sarıçam - Orhangazi Mahallesi,https://www.emlakjet.com/ilan/adana-saricam-orhangazide-21-firsat-yeni-kullanisli-bir-acik-mutfak-kiralik-daire-17909722,,,,,,,,,,,,,
17906773,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,88 m²,135 m²,2+1,5-10,5.Kat,14,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,24.000TL,Adana - Çukurova - Yüzüncüyıl Mahallesi,https://www.emlakjet.com/ilan/kiralik-100-yil-beyzade-kebap-civ-full-extrali-dogalgazli-daire-kacmaz-17906773,7794,2,,,,,500 TL,24000 TL,,,,,
17907193,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,165 m²,3+1,11-15,3.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,26.000TL,Adana - Çukurova - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/adana-koop-ta-3-kat-31-kapali-mut-dogalgazli-parkeli-kiralik-d-17907193,,,,Boş,Yok,,,,,,,,
17908660,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,30 m²,45 m²,Stüdyo,16-20,4.Kat,4,Klimalı,Boş,Yabancıdan,Evet,1,,,,,Genel Fiyat,9.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/seyhan-barajyolunda-10-esyali-daire-17908660,,,,,,,,,,,,,
17907762,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,21 Ve Üzeri,1.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,9.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/baraj-yolunda-esyali-kiralik-10-17907762,,,,,,,,,,,,,
17906812,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,1,Yüksek Giriş,4,Klimalı,Boş,Yabancıdan,Hayır,1,Var,,,,Birim Fiyat,14.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-11-17906812,,,,Eşyalı,,,,,,,,,
17907464,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,35 m²,55 m²,1+1,11-15,Yüksek Giriş,3,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,Yok,,,,Genel Fiyat,8.000TL,Adana - Seyhan - Ziyapaşa Mahallesi,https://www.emlakjet.com/ilan/seyhan-baglar-karakolu-civari-11-esyali-kiralik-17907464,,,,,,,,8000 TL,,,,,
17907073,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,11-15,1.Kat,2,Klimalı,Boş,Tapu Kaydı Yok,Hayır,2,,,,,Genel Fiyat,13.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/adana-saricam-catalan-caddesinde-genis-mustakil-ev-yola-yakin-servis-guzergahlarinda-140-m2-17907073,,,,,,,,,,,,,
17909179,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,140 m²,170 m²,2+1,5-10,Kot 2 (-2).Kat,8,Klimalı,Boş,Kat Mülkiyeti,Evet,1,Var,2,Açık Balkon,2,Genel Fiyat,240.000TL,Adana - Karataş - Yeni Mahallesi,https://www.emlakjet.com/ilan/kartas-sahile-yakin-yazlik-daire-17909179,,3757,,Eşyalı,Var,Betonarme,,10000 TL,Hayır,10 m²,10 m²,50 m²,4 m²
17906883,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,165 m²,280 m²,4+1,0 (Yeni),Düz Giriş (Zemin),3,Güneş Enerjisi,Boş,Arsa Tapulu,Hayır,1,Yok,,,,Genel Fiyat,160.000TL,Adana - Yüreğir - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-ultra-luks-daire-17906883,17776,1,,,,,0 TL,0 TL,,,,,
17908754,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,10.Kat,18,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,Yok,,,,,Genel Fiyat,15.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/adana-carkiparede-21-kiralik-dogalgazli-firsat-bir-daire-caddeye-yakin-konum-canli-cazip-fiyat-17908754,,,,,,,,,,,,,
17907946,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,30 m²,35 m²,Stüdyo,4,2.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,Yok,,,,Genel Fiyat,9.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/yesilyurt-duygu-cafe-arkasi-10-esyali-17907946,,,,,,,,,,,,,
17909305,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1 Oda,11-15,4.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,Yok,,,1,Genel Fiyat,9.000TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/seyhan-barajyolunda-4-4-10-esyali-kiralik-daire-17909305,,,İkinci El,Eşyalı,,Betonarme,,,Hayır,,,,
17906928,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,5-10,2.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,8.500TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-da-kiralik-esyali-daire-10-17906928,,,,Eşyalı,,,,,,,,,
17909694,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,3.Kat,8,Klimalı,Boş,Kat Mülkiyeti,Evet,2,Var,2,Açık Balkon,2,Genel Fiyat,170.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-17909694,1282,2,,,,,,,,6 m²,20 m²,,
17907721,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,1.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,15.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-duygu-cafe-arkasinda-esyali-kiralik-11-17907721,,,,,,,,,,,,,
17900425,17 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,135 m²,155 m²,3+1,16-20,3.Kat,12,Klimalı,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,22.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/yesilyurt-mah-de-mavi-bulvar-yakini-klimali-31-kiralik-daire-17900425,,,,Boş,Yok,,,,,,,,
17906490,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,2.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,12.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-11-17906490,,,,Eşyalı,,,,,,,,,
17901182,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,9.Kat,13,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/super-konumlu-esyali-11-17901182,,,,Eşyalı,Yok,,,,,,,,
