İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Ada,Parsel,Eşya Durumu,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Salon Metrekare,WC Metrekare,Banyo Metrekare,Balkon Metrekare
17735427,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,5-10,15.Kat,17,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,30.250TL,Ankara - Yenimahalle - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com/ilan/yda-mehmet-akifersoy-konutlari-15-kat-aselsan-cepheli-bos-kirali-17735427,,,,Boş,,,,,,,,,
17735551,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,160 m²,180 m²,4+1,21 Ve Üzeri,3.Kat,6,Merkezi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,Yok,2,Genel Fiyat,45.000TL,Ankara - Çankaya - Kültür Mahallesi,https://www.emlakjet.com/ilan/imamoglu-ndan-ankara-nin-merkezinde-41-genis-asansorlu-daire-17735551,,,,Boş,,,,,,,,,
17729096,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,30.000TL,Ankara - Yenimahalle - Ergazi Mahallesi,https://www.emlakjet.com/ilan/batikent-te-esyali-kiralik-31-daire-17729096,,,,Eşyalı,,,,,,,,,
17728927,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,60 m²,70 m²,1.5+1,0 (Yeni),7.Kat,15,Merkezi (Pay Ölçer),Boş,Sıfır,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,30.000TL,Ankara - Yenimahalle - Yeni Batı Mahallesi,https://www.emlakjet.com/ilan/ist-yolu-metro-dibi-ap-ist-port-ta-ful-donatili-lux-site-de-1-51-kiralik-daire-17728927,,62687,1,,Var,,,,,,,,
17731225,29 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,86 m²,120 m²,2+1,5-10,9.Kat,12,Merkezi Doğalgaz,Kiracı Oturuyor,,,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,23.000TL,Ankara - Etimesgut - Aşağıyurtçu Mahallesi,https://www.emlakjet.com/ilan/yapracik-toki-esyali-kiralik-daire-17731225,50000 TL,62748,2,,,,,,,,,,
17729219,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),11.Kat,14,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,27.000TL,Ankara - Yenimahalle - Yeni Batı Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mah-ist-yolu-metro-dibi-atk-sitesi-ful-yapili-11-kiralik-daire-17729219,,62683,1,,,,,,,,,,
17726566,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Ankara - Keçiören - Çiçekli Mahallesi,https://www.emlakjet.com/ilan/tuna-dan-y-emre-cad-uzeri-31-yapili-kose-on-guney-17726566,,9277,36,,,,,,,,,,
17726623,28 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,100 TL,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,18.000TL,Ankara - Keçiören - Uyanış Mahallesi,https://www.emlakjet.com/ilan/rota-dan-cd-yani-evcil-hayvanlar-parki-yakini-manzarali-ara-kat-31-yapili-daire-17726623,,,,,,,,,,,,,
17731245,29 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Ankara - Sincan - Atatürk Mahallesi,https://www.emlakjet.com/ilan/ty-den-genis-m2-li-merkezi-lokasyonda-31-y-giris-daire-17731245,,61,25,,,,,,,,,,
17727673,29 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,3,Merkezi Doğalgaz,Boş,,,2800 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,33.000TL,Ankara - Çankaya - Aziziye Mahallesi,https://www.emlakjet.com/ilan/cankaya-atakule-yakini-kirkpinar-sok-31-otoparkli-17727673,,,,,,,,,,,,,
17728269,29 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,11-15,2.Kat,24,Merkezi (Pay Ölçer),Kiracı Oturuyor,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,90.000TL,Ankara - Çankaya - Kızılırmak Mahallesi,https://www.emlakjet.com/ilan/cukurambar-da-hayat-sebla-da-manzarali-luks-esyali-41-daire-17728269,,,,Eşyalı,,,,,,,,,
17726365,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,0 (Yeni),13.Kat,15,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Hayır,,2,Genel Fiyat,40.000TL,Ankara - Yenimahalle - Yeni Batı Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mahallesi-ap-ist-port-ta-21-kiralik-daire-17726365,,62687,1,,,,,,,,,,
17732317,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,4+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,,2,Genel Fiyat,32.000TL,Ankara - Keçiören - Yayla Mahallesi,https://www.emlakjet.com/ilan/gramdan-kecioren-yayla-mah-de-kiralik-41-asansorlu-orta-kat-17732317,32000 TL,,,,Var,2,,,Kapalı Balkon,,,,
17733045,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,11-15,Yüksek Giriş,7,Kombi Doğalgaz,Boş,,,100 TL,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,13.000TL,Ankara - Polatlı - Şentepe Mahallesi,https://www.emlakjet.com/ilan/sentepe-sol-tarafta-kiralik-3-1-giris-kat-daire-17733045,13000 TL,1865,5,,Var,3,,,Kapalı Balkon,,,,
17729674,29 Temmuz 2025,09 Ağustos 2025,Konut,Kiralık,Daire,120 m²,128 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,150 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.500TL,Ankara - Mamak - Çağlayan Mahallesi,https://www.emlakjet.com/ilan/mamak-merkezde-kaymakamlik-belediye-tapu-dibinde-ara-kat-31-kir-17729674,21500 TL,36433,7,Boş,Var,2,2,Hayır,,28 m²,,,
17727362,29 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,11.Kat,15,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,55.000TL,Ankara - Çankaya - Büyükesat Mahallesi,https://www.emlakjet.com/ilan/site-ici-klimali-ve-full-yeni-esyali-kiralik-daire-17727362,,,,Eşyalı,,,,,,,,,
17732311,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,7,Kombi Doğalgaz,Boş,İkinci El,Betonarme,650 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Ankara - Etimesgut - Oğuzlar Mahallesi,https://www.emlakjet.com/ilan/ulas-emlak-elvankent-gimsa-karsisi-adliyeye-150-metre-mesafede-guney-17732311,,,,,,,,,,,,,
17732312,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,İkinci El,Betonarme,750 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,26.000TL,Ankara - Etimesgut - Oğuzlar Mahallesi,https://www.emlakjet.com/ilan/ulas-emlak-elvankent-bulvar-ustu-ilkokul-bitisigi-3-katta-guney-site-ici-17732312,,,,,,,,,,,,,
17730399,29 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,3+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Ankara - Keçiören - Şefkat Mahallesi,https://www.emlakjet.com/ilan/turyap-tan-kecioren-mecidiye-de-uygun-butceli-kiralik-31-daire-17730399,,4893,13,,,,,,,,,,
17730216,29 Temmuz 2025,21 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,6.Kat,7,Kombi Doğalgaz,Boş,,,100 TL,Yabancıdan,Hayır,,1,Genel Fiyat,23.000TL,Ankara - Yenimahalle - Demetgül Mahallesi,https://www.emlakjet.com/ilan/ankara-demetevlerde-ara-kat-31-temiz-hemen-oturmalik-kiralik-daire-17730216,,,,,,,,,,,,,
17726324,28 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,300 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Ankara - Keçiören - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/muhsin-emlaktan-kiralik-31-asansorlu-daireggnes-17726324,22000 TL,33052,15,,Var,2,2,,,35 m²,6 m²,18 m²,16 m²
17732094,29 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,34.500TL,Ankara - Çankaya - Küçükesat Mahallesi,https://www.emlakjet.com/ilan/esat-bulbuldersi-cd-kenari-esyali-teras-daire-17732094,,2894,4,Eşyalı,Var,1,1,,Açık Teras,,,,40 m²
17727647,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,4,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,1600 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,40.000TL,Ankara - Çankaya - Mebusevleri Mahallesi,https://www.emlakjet.com/ilan/katta-31-otoparkli-asansorlu-17727647,,,,Eşyalı,,,,,,,,,
17727113,29 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,4,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.500TL,Ankara - Keçiören - Ayvalı Mahallesi,https://www.emlakjet.com/ilan/ayvali-mah-e-sehir-hastanesi-yakini-11-yuksek-giris-full-daire-17727113,,,,Eşyalı,,,,,,,,,
17728338,29 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,125 m²,132 m²,3+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Ankara - Keçiören - Esertepe Mahallesi,https://www.emlakjet.com/ilan/cambasi-cad-yani-katta-31-bagimsiz-full-yapili-on-cephe-guney-17728338,,31812,8,Boş,Var,1,2,Evet,Açık Balkon,,,,
17728277,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,5-10,7.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,14.500TL,Ankara - Sincan - Alcı Mahallesi,https://www.emlakjet.com/ilan/emek-saygi-sitesinde-31-genis-balkonlu-ferah-daire-17728277,,,,Boş,,,,,,,,,
17728295,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,11-15,Kot 2 (-2).Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Birim Fiyat,30.000TL,Ankara - Etimesgut - İstasyon Mahallesi,https://www.emlakjet.com/ilan/mutlu-emlak-tan-ara-katta-31-esyali-kiralik-daire-17728295,,45465,12,,,,,,,,,,
17729522,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,118 m²,125 m²,2+1,21 Ve Üzeri,12.Kat,14,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,600 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,33.000TL,Ankara - Yenimahalle - Barış Mahallesi,https://www.emlakjet.com/ilan/esmadan-metro-1-dakka-super-bakimli-super-yapili-cift-asansorlu-ful-esyali-118-m2-esyali-kiraliktir-17729522,,,,Eşyalı,,,,,,,,,
17730007,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.500TL,Ankara - Mamak - Aşık Veysel Mahallesi,https://www.emlakjet.com/ilan/asik-veysel-mahallesinde-cadde-yakininda-31-kiralik-daire-17730007,19500 TL,36841,2,,,,,,,,,,
17732352,29 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,21 Ve Üzeri,Yüksek Giriş,3,Merkezi Doğalgaz,Boş,İkinci El,,,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,30.000TL,Ankara - Çankaya - 100. Yıl Mahallesi,https://www.emlakjet.com/ilan/kiralik-31-daire-17732352,30000 TL,4837,23,,Var,1,2,,,,,,
17732313,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,750 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Ankara - Etimesgut - Topçu Mahallesi,https://www.emlakjet.com/ilan/ulas-emlak-elvankent-korkut-ata-kongre-merkezi-yani-site-ici-17732313,,,,,,,,,,,,,
17726624,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,100 TL,Yabancıdan,Hayır,Yok,1,Genel Fiyat,17.500TL,Ankara - Yenimahalle - Ergenekon Mahallesi,https://www.emlakjet.com/ilan/rota-dan-s-hastanesine-yurume-mesafesinde-site-icinde-giris-kat-31-17726624,,,,,,,,,,,,,
17722036,27 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,500 TL,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,26.000TL,Ankara - Etimesgut - Elvan Mahallesi,https://www.emlakjet.com/ilan/elvan-mah-park-manzarali-165-m2-y-giris-31-kiralik-daire-17722036,26000 TL,46022,1,,,,,,,,,,
17723228,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,29.000TL,Ankara - Çankaya - Ayrancı Mahallesi,https://www.emlakjet.com/ilan/polat-live-emlaktan-cadde-uzeri-21-kiralik-daire-17723228,,,,,,,,,,,,,
17724047,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,26.000TL,Ankara - Etimesgut - İstasyon Mahallesi,https://www.emlakjet.com/ilan/sifir-esyali-istasyon-mah-ara-katta-esyali-21-daire-17724047,,45471,8,,,,,,,,,,
17724159,28 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Ankara - Keçiören - Esertepe Mahallesi,https://www.emlakjet.com/ilan/galeria-dan-etlik-lisesi-yakini-yapili-31-2-kat-guney-on-cephe-17724159,,9371,16,,,,,,,,,,
17723992,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,165 m²,175 m²,4+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,36.000TL,Ankara - Keçiören - İncirli Mahallesi,https://www.emlakjet.com/ilan/asagi-eglence-gobek-yakini-41-acik-terasli-asansorlu-dublex-17723992,,7804,13,,,,,,,,,,
17724728,28 Temmuz 2025,09 Ağustos 2025,Konut,Kiralık,Daire,150 m²,260 m²,4+1,21 Ve Üzeri,9.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,70.000TL,Ankara - Yenimahalle - Beştepe Mahallesi,https://www.emlakjet.com/ilan/bestepe-de-super-manzarali-acik-terasli-41-dublex-daire-kiralik-17724728,,41667,10,,,,,,,,,,
17721786,27 Temmuz 2025,27 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,,100 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Ankara - Sincan - Mareşal Çakmak Mahallesi,https://www.emlakjet.com/ilan/akif-ten-sincan-maresal-cakmak-ta-uc-cepheli-arakat-31-kiralik-daire-17721786,18500 TL,2,14,,,,,,,,,,
17724676,28 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,118 m²,125 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.750TL,Ankara - Keçiören - Aşağı Eğlence Mahallesi,https://www.emlakjet.com/ilan/31-2-kat-hastanelere-yurume-mesafesi-ulasimi-kolay-17724676,,2955,10,,,,,,,,,,
17723141,28 Temmuz 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,Kot 1 (-1).Kat,3,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,15.500TL,Ankara - Mamak - Zirvekent Mahallesi,https://www.emlakjet.com/ilan/zirvekent-mahallesinde-jandarma-karsisinda-full-esyali-kiralik-11-esyali-daire-17723141,,51210,1,,,,,,,,,,
17724151,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,95 m²,115 m²,3+1,16-20,1.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,30.000TL,Ankara - Gölbaşı - Seğmenler Mahallesi,https://www.emlakjet.com/ilan/cb-vizyon-gokhan-koral-dan-carsiya-yakin-merkezi-31-daire-17724151,,347,14,,,,,,,,,,
17723394,28 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,2,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,Ankara - Çankaya - Çamlıtepe Mahallesi,https://www.emlakjet.com/ilan/kurtulus-metro-yakini-hastaneler-universiteler-yakini-kiralik-daire-17723394,,1015,26,,,,,,,,,,
17725373,28 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,3.Kat,12,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,21.000TL,Ankara - Etimesgut - Atayurt Mahallesi,https://www.emlakjet.com/ilan/turyap-yapracik-tan-2-bolgede-avm-okul-ulasim-yani-kiralik-21-17725373,,62748,2,,,,,,,,,,
17720639,27 Temmuz 2025,03 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2.5+1,16-20,Bahçe Katı,2,Kombi Doğalgaz,Boş,,,0 TL,Müstakil Tapulu,Hayır,,1,Genel Fiyat,14.000TL,Ankara - Akyurt - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/2-51-bahce-kati-ebeveyn-banyolu-kiralik-daire-17720639,14000 TL,318,3,Boş,Yok,,1,Evet,,20 m²,2 m²,4 m²,
17722098,27 Temmuz 2025,27 Temmuz 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,16-20,11.Kat,13,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,29.000TL,Ankara - Keçiören - Bağlarbaşı Mahallesi,https://www.emlakjet.com/ilan/kecioren-aktepe-kiralik-31-esyali-daire-17722098,29000 TL,30402,27,Eşyalı,Var,3,2,,Açık Balkon,,,,
17724356,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Kiracı Oturuyor,,,100 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Ankara - Altındağ - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/aydinlikevlerde-kiralik-esyali-21-daire-taner-emlak-insaat-17724356,50000 TL,4497,7,,,,,,,,,,
17722212,27 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,0 (Yeni),Yüksek Giriş,2,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.500TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/north-west-gayrimenkulden-golbasi-incek-te-kiralik-21-daire-17722212,,,,Boş,,,,,,,,,
17720748,27 Temmuz 2025,27 Temmuz 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,11-15,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.750TL,Ankara - Sincan - Pınarbaşı Mahallesi,https://www.emlakjet.com/ilan/sincan-pinarbasi-y-kemal-yakini-yapili-genis-21-kiralik-daire-17720748,,,,Boş,,,,,,,,,
17719217,26 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Ankara - Keçiören - Ayvalı Mahallesi,https://www.emlakjet.com/ilan/etlik-sehir-hastanesi-antares-avm-yakini-21-kiralik-daire-17719217,15500 TL,6006,12,Boş,Var,2,1,Hayır,,,,,
17725036,28 Temmuz 2025,11 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,1,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Ankara - Çubuk - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/imaremlak2-den-21-eksiksiz-sifir-esyali-aybu-girisinde-kiralik-17725036,37000 TL,190037,2,Eşyalı,Yok,,1,Evet,,,,,
17723935,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,120 m²,138 m²,3+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Ankara - Keçiören - Yükseltepe Mahallesi,https://www.emlakjet.com/ilan/karakecili-caddesinde-kilerli-kiralik-daire-17723935,,30194,12,,,,,,,,,,
17723691,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,30.000TL,Ankara - Yenimahalle - Yunus Emre Mahallesi,https://www.emlakjet.com/ilan/etlik-sehir-hastanesi-antares-avm-yakini-mobilyali-yapili-31-kiralik-17723691,30000 TL,42316,4,Eşyalı,Var,2,1,Hayır,,,,,
17722944,28 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,Yok,Genel Fiyat,26.000TL,Ankara - Sincan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/bucuk-ilkokulu-yaninda-31-140-m2-memur-a-kiralik-daire-17722944,,,,Boş,,,,,,,,,
17722376,27 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.500TL,Ankara - Keçiören - Ufuktepe Mahallesi,https://www.emlakjet.com/ilan/esyali-kiralik-daire-17722376,,31227,4,,,,,,,,,,
17721530,27 Temmuz 2025,27 Temmuz 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,0 (Yeni),Bahçe Katı,1,Doğalgaz Sobalı,Boş,,,0 TL,Müstakil Tapulu,Hayır,,1,Genel Fiyat,22.000TL,Ankara - Altındağ - Kavaklı Mahallesi,https://www.emlakjet.com/ilan/cozum-emlak-tan-kavakli-merkez-de-kiralik-villa-eletiriksu-full-yapili-agacli-17721530,22000 TL,24724,1,,Var,,,,,,,,
17724691,28 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.500TL,Ankara - Keçiören - Emrah Mahallesi,https://www.emlakjet.com/ilan/safak-tan-emrah-ta-gata-yakini-21-salon-bagimsiz-guney-cephe-17724691,,31767,7,,,,,,,,,,
17724586,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,80 m²,92 m²,1+1,11-15,Kot 1 (-1).Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Ankara - Keçiören - Çiçekli Mahallesi,https://www.emlakjet.com/ilan/anayol-uzeri-kose-basi-kiralik-17724586,,9169,1,,,,,,,,,,
17721112,27 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,4+1,4,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Ankara - Sincan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/demiroz-gayrimenkulden-fevzi-cakmakta-41-kiralik-daire-17721112,,306,4,,,,,,,,,,
